obs,id,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,CO2_r:MN,CO2_r:SLP,CO2_r:SD,CO2_r:OK,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,H2O_r:MN,H2O_r:SLP,H2O_r:SD,H2O_r:OK,H2O_s:MN,H2O_s:SLP,H2O_s:SD,H2O_s:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
46,BH1_C_13,1562856479,4763.1,20190711 10:47:59,10:47:59,1562856471,0.000131139,0.955288425,398.5036435,219.8175213,20.88686287,37.86545724,0.008933275,2.31696492,0.008914184,0.005573077,316.968527,28.01556534,26.74398065,3.525693026,65.32308197,2.169733238,3.321541441,1.355959787,-5.783235416,-126.139576,-11.6600183,173.3856972,0.018640012,-0.418015007,4.569259031,0,0,1,0,50375,2000.003226,1686.002694,0.842999987,0.188000012,9,0.5,0: Broadleaf,1562856471,398.5036452,400.0149355,22.83470645,22.64249355,600.0124839,94.81911935,0.199979871,25.73415484,26.74398065,999.9,10005.12065,726.848871,4.448268387,2000.003226,0.899999774,0.100000203,27,41744.68387,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,1.048461392,-1.058156561,0.137184054,-1,400.0177381,-0.082310996,0.019750901,1,398.4393095,0.95337817,0.110511686,1,22.64294524,-0.008087189,0.00102195,1,22.83413333,0.012273236,0.001565653,1,4,4,4-Apr,100,100,2.737,0.282,3,625.192,334.695,25.2441,25.7361,30,25.7122,25.6848,19.8169,-30,-30,-999.9,400,0,103.436,104.955
47,BH1_C_13,1562856540,4823.6,20190711 10:48:59,10:48:59,1562856532,0.000151278,1.130221485,398.2266109,216.3885315,20.56026569,37.83770272,0.010375976,2.316371956,0.010350224,0.006471199,316.9688842,27.98659256,26.71363548,3.519402253,65.48855523,2.172259504,3.317006302,1.347142749,-6.671352894,-125.1952654,-11.57259312,173.5296728,0.018632566,-0.417848027,4.56776637,0,0,1,0,50231,2000.005161,1686.004387,0.843000018,0.188000035,9,0.5,0: Broadleaf,1562856532,398.2266129,400.0122581,22.86215806,22.64043548,600.0172581,94.81549677,0.200008677,25.7111129,26.71363548,999.9,10001.50613,727.3235806,4.547252258,2000.005161,0.899999581,0.100000426,26.06854839,41744.68387,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,1.109399867,0.303865737,0.04088906,-1,400.0131667,0.069417389,0.032168394,1,398.2442381,-0.355634065,0.038531255,1,22.64022857,0.009328904,0.001231972,1,22.86055714,0.034419901,0.003505719,1,4,4,4-Apr,100,100,2.737,0.282,3,625.206,334.558,25.2162,25.7156,30,25.695,25.6676,19.8107,-30,-30,-999.9,400,0,103.435,104.959
48,BH1_C_13,1562856610,4893.6,20190711 10:50:09,10:50:09,1562856602,0.000167415,2.512522883,596.1028342,236.8618837,22.50563647,56.63922569,0.011528136,2.315935964,0.011496351,0.007188068,316.9682479,27.97124215,26.7062,3.517862319,65.6319235,2.175654859,3.314933865,1.34220746,-7.383000104,-125.5591595,-11.60736935,172.4187189,0.018627092,-0.41772527,4.566668953,0,0,1,0,50393,2000.000968,1686.000671,0.842999927,0.188000072,9,0.5,0: Broadleaf,1562856602,596.1028387,600.0211935,22.89780645,22.65244194,600.0190323,94.81587097,0.199992806,25.70057419,26.7062,999.9,9998.528387,727.0073548,4.649883226,2000.000968,0.899998677,0.100001194,26.11558387,41744.57742,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,2.597260678,-0.976718596,0.134724376,-1,600.0146429,0.106211814,0.023962094,1,596.043381,0.883046755,0.107114303,1,22.65156905,0.014259784,0.001549115,1,22.89591667,0.034288631,0.003492776,1,4,4,4-Apr,100,100,2.737,0.282,3,625.375,334.898,25.1973,25.6992,30.0002,25.6809,25.6547,27.3643,-30,-30,-999.9,600,0,103.436,104.963
49,BH1_C_13,1562856678,4961.6,20190711 10:51:17,10:51:17,1562856670,0.000185304,4.085298147,793.6673153,269.2058829,25.57888765,75.41115697,0.012797186,2.316194039,0.012758035,0.007977279,316.9678737,27.97057959,26.70828065,3.518293174,65.73044811,2.17961462,3.31598929,1.338678554,-8.171892246,-125.1626892,-11.56986006,172.0634321,0.018630332,-0.417797932,4.567318533,0,0,1,0,50254,1999.999677,1685.999803,0.843000037,0.187999947,9,0.5,0: Broadleaf,1562856670,793.6673226,800.0156774,22.93942903,22.66785806,600.0185806,94.81607742,0.200002387,25.70594194,26.70828065,999.9,10000.24581,726.6044839,4.682047419,1999.999677,0.900000903,0.099999171,26.85215484,41744.58065,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,4.191804665,-1.250323749,0.166292112,-1,800.0239762,-0.114904789,0.031986223,1,793.6082857,0.969840369,0.11127792,1,22.6677381,0.005149664,0.000822873,1,22.93755238,0.035528401,0.003636209,1,4,4,4-Apr,100,100,2.737,0.282,3,625.484,335.289,25.1889,25.6906,30,25.6718,25.6462,34.4767,-30,-30,-999.9,800,0,103.439,104.965
50,BH1_C_13,1562856745,5028.6,20190711 10:52:24,10:52:24,1562856737,0.000210856,6.110223768,990.5641181,303.4356444,28.83147961,94.12021858,0.014589074,2.316815402,0.014538228,0.009090946,316.9680214,27.97120546,26.72176452,3.521086499,65.83711879,2.184377055,3.317850318,1.336709444,-9.298770228,-125.6987035,-11.6176287,170.352919,0.018638134,-0.417972899,4.568882634,0,0,1,0,50397,1999.999677,1685.999735,0.843000003,0.188000042,9,0.5,0: Broadleaf,1562856737,990.564129,1000.042548,22.98938065,22.68037419,600.0137097,94.81681935,0.199966387,25.71540323,26.72176452,999.9,10004.35548,726.4837742,4.917073871,1999.999677,0.899999419,0.100000565,27,41744.56774,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,6.181833968,-0.883967445,0.121990584,-1,1000.029881,0.085928207,0.03772848,1,990.5075,0.793190179,0.102879553,1,22.67977143,0.010769954,0.001172966,1,22.98685,0.046377117,0.004730864,1,4,4,4-Apr,100,100,2.737,0.282,3,625.347,335.609,25.1864,25.6879,30.0001,25.6669,25.6397,41.2619,-30,-30,-999.9,1000,0,103.436,104.966
51,BH1_C_13,1562856810,5093.6,20190711 10:53:29,10:53:29,1562856802,0.000240935,8.270813225,1187.184824,374.1987562,35.55618235,112.8057199,0.016704688,2.316004501,0.01663804,0.010404741,316.9674965,27.99081597,26.73833871,3.524522669,65.89215599,2.189923223,3.323496082,1.334599446,-10.62523254,-124.1438969,-11.48054696,170.7178201,0.018627952,-0.417744566,4.566841459,0,0,1,0,50426,1999.996452,1685.997125,0.843000058,0.188000022,9,0.5,0: Broadleaf,1562856802,1187.184839,1200.019677,23.04709032,22.69402903,600.0202258,94.81952581,0.199983903,25.74407742,26.73833871,999.9,9998.604839,726.3953226,4.999106774,1999.996452,0.899999935,0.100000129,27,41744.48387,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,8.387145994,-1.252411837,0.190929788,-1,1200.022143,0.080220404,0.043672794,1,1187.121905,0.870853253,0.12308027,1,22.69337381,0.012038895,0.001339342,1,23.04401667,0.055390973,0.005604162,1,4,4,4-Apr,100,100,2.737,0.282,3,625.296,336.109,25.1918,25.6863,30,25.6626,25.6355,47.7907,-30,-30,-999.9,1200,0,103.432,104.962
52,BH1_C_13,1562856879,5162.6,20190711 10:54:38,10:54:38,1562856871,0.000262547,11.23106455,1482.602561,467.2509207,44.40014316,140.8831166,0.018168864,2.316928247,0.018090081,0.01131335,316.9677252,28.02619887,26.78075161,3.533329068,65.89935877,2.195787553,3.332031744,1.337541515,-11.57832143,-124.086231,-11.47556639,169.8276063,0.018639551,-0.418004679,4.569166708,0,0,1,0,50280,1999.999032,1685.999084,0.84299995,0.187999939,9,0.5,0: Broadleaf,1562856871,1482.602581,1500.032581,23.10766774,22.72295806,600.0163871,94.82419355,0.200002645,25.78734839,26.78075161,999.9,10004.33806,726.3284839,5.11432871,1999.999032,0.900000645,0.099999319,27,41744.53548,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,11.33480588,-1.095174963,0.15369173,-1,1500.038095,-0.130491856,0.057703598,1,1482.526667,0.956616158,0.133606862,1,22.72104048,0.032520865,0.003359922,1,23.10539048,0.041771007,0.004291509,1,4,4,4-Apr,100,100,2.737,0.282,3,625.512,336.516,25.2126,25.6911,30.0003,25.6626,25.6376,57.1092,-30,-30,-999.9,1500,0,103.428,104.956
53,BH1_C_13,1562856961,5244.6,20190711 10:56:00,10:56:00,1562856953,0.000264289,14.80087095,1977.03578,638.8552554,60.70851745,187.8718382,0.018177619,2.315805971,0.018098722,0.011318761,316.9671284,28.07508426,26.84183226,3.546045294,65.84683589,2.200358847,3.341631861,1.345686447,-11.65512686,-125.5903723,-11.62668591,168.0949433,0.01862546,-0.417688673,4.566341772,0,0,1,0,50199,1999.994516,1685.995371,0.842999997,0.187999999,9,0.5,0: Broadleaf,1562856953,1977.035806,2000.02,23.15508387,22.76784516,600.0228387,94.82700645,0.200023452,25.8359,26.84183226,999.9,9996.478387,726.1346129,5.397046774,1999.994516,0.9,0.099999997,27,41744.45806,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,14.8950265,-0.940117874,0.13441337,-1,2000.052857,-0.390131534,0.106844028,1,1976.984286,0.934150597,0.101374902,1,22.76612619,0.02918937,0.003011649,1,23.15404048,0.019206444,0.001993688,1,4,4,4-Apr,100,100,2.737,0.282,3,625.593,337.417,25.237,25.7036,30.0002,25.6695,25.644,71.5277,-30,-30,-999.9,2000,0,103.423,104.951
54,BH1_C_13,1562857081,5365.1,20190711 10:58:01,10:58:01,1562857073,0.000201484,14.23212628,2477.860297,764.9118831,72.6906433,235.4745207,0.013636907,2.316302726,0.013592461,0.008499269,316.9673093,28.15947968,26.92555484,3.563540191,65.51197364,2.197567902,3.354452292,1.36597229,-8.885446735,-127.999231,-11.85595945,168.2266721,0.018631697,-0.417828534,4.567592107,0,0,1,0,50536,1999.995806,1685.99645,0.842999992,0.187999986,9,0.5,0: Broadleaf,1562857073,2477.860323,2499.956774,23.12465161,22.82942258,600.0166129,94.83141935,0.199975645,25.90054839,26.92555484,999.9,9999.360323,726.2936129,5.671397419,1999.995806,0.900000161,0.099999835,27,41744.51613,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,14.44724612,-2.903876848,0.33919065,-1,2499.982381,-0.795444564,0.090968585,1,2477.710238,3.552100195,0.362409188,0,22.82771429,0.039077662,0.003975674,1,23.12589048,-0.022940086,0.002418363,1,3,4,4-Mar,100,100,2.737,0.282,3,625.406,338.297,25.2816,25.7231,30.0002,25.682,25.6547,84.612,-30,-30,-999.9,2500,0,103.422,104.948
55,BH1_C_3,1562857844,6127.7,20190711 11:10:43,11:10:43,1562857836,0.000206548,1.317947415,397.8979009,235.9708785,22.42751331,37.81763463,0.013707926,2.316774218,0.013663026,0.008543413,316.9674436,28.45266675,27.24669032,3.631346287,65.58698176,2.238919164,3.413663968,1.392427123,-9.108745552,-131.1885279,-12.18648577,164.4836844,0.018637617,-0.417961302,4.56877896,76,13,1,0,50200,1999.996774,1685.997248,0.842999984,0.187999977,9,0.5,0: Broadleaf,1562857836,397.8979032,399.9980323,23.55676774,23.25425484,600.0198065,94.84357097,0.199993097,26.19635806,27.24669032,999.9,10001.25613,730.2174839,6.513407419,1999.996774,0.900000258,0.099999732,28,41744.49355,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,1.406717357,-0.972966411,0.115801091,-1,399.9946429,0.120622316,0.023781567,1,397.8145714,1.489396321,0.151206913,0,23.25282619,0.027052265,0.002767934,1,23.56553333,-0.157488696,0.015973023,1,3,4,4-Mar,100,100,2.701,0.335,3,525.622,333.871,25.5312,25.9024,30.0002,25.8464,25.816,19.7954,-30,-30,-999.9,400,0,103.397,104.926
56,BH1_C_3,1562857911,6195.2,20190711 11:11:51,11:11:51,1562857903,0.000149662,0.396634014,299.3312896,227.7804742,21.64956366,28.45016384,0.00977103,2.316516827,0.009748191,0.006094667,316.9671738,28.5318617,27.32599032,3.648262421,65.21444619,2.234198506,3.425925752,1.414063916,-6.600103599,-133.4972737,-12.41102267,164.4587739,0.018634385,-0.41788882,4.568131036,75,12,1,0,50290,1999.995484,1685.996065,0.842999936,0.187999949,9,0.5,0: Broadleaf,1562857903,299.3312903,299.9934194,23.50656129,23.28735161,600.018,94.84573548,0.200004226,26.25705484,27.32599032,999.9,9999.293548,730.7553548,6.738866774,1999.995484,0.900000452,0.09999949,28,41744.5,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,0.310141901,0.991046633,0.127018445,-1,299.9854286,0.119017908,0.021792466,1,299.3879286,-0.920142614,0.101976046,1,23.28570238,0.033514626,0.003449602,1,23.50635714,0.004257029,0.000760684,1,4,4,4-Apr,100,100,2.701,0.335,3,526.195,333.619,25.5689,25.9276,30.0002,25.8703,25.8399,15.8136,-30,-30,-999.9,300,0,103.393,104.919
57,BH1_C_3,1562857980,6263.7,20190711 11:12:59,11:12:59,1562857972,0.000139411,-0.040485379,200.0045485,202.2115139,19.21939516,19.00963193,0.009041806,2.315081258,0.009022233,0.00564065,316.9678726,28.577761,27.37642903,3.659057665,65.10656965,2.235958024,3.434304765,1.423099641,-6.148022059,-134.5466976,-12.52209334,163.7510597,0.018616363,-0.417484668,4.564517868,75,12,1,0,50212,1999.998065,1685.998451,0.843000041,0.188000097,9,0.5,0: Broadleaf,1562857972,200.0045484,199.9856452,23.52500968,23.32081935,600.0194194,94.8459871,0.200010968,26.29842258,27.37642903,999.9,9989.596452,731.2975484,6.985769032,1999.998065,0.899998806,0.1000012,28,41744.5129,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,-0.12535272,0.945491314,0.119556995,-1,199.9802143,0.051856414,0.013500504,1,200.0643333,-0.961905842,0.106105892,1,23.31933095,0.027431489,0.002817419,1,23.52371667,0.023991249,0.002491024,1,4,4,4-Apr,100,100,2.701,0.335,3,526.791,333.406,25.6088,25.957,30.0003,25.8964,25.8646,11.6652,-30,-30,-999.9,200,0,103.389,104.915
58,BH1_C_3,1562858049,6332.7,20190711 11:14:08,11:14:08,1562858041,0.000144122,-0.332887158,100.4654199,154.3129124,14.66728504,9.549135766,0.0093637,2.31607161,0.009342719,0.00584108,316.9676929,28.59999355,27.38071935,3.659977195,65.10704789,2.239236861,3.43931561,1.420740333,-6.355795364,-132.0562221,-12.28683266,166.2688429,0.018628795,-0.417763461,4.567010373,74,12,1,0,50417,1999.997419,1685.997889,0.843000032,0.188000053,9,0.5,0: Broadleaf,1562858041,100.4654194,99.98782258,23.55876774,23.34768387,600.0188387,94.84897742,0.200003323,26.32311935,27.38071935,999.9,9995.952258,731.849871,6.964416129,1999.997419,0.899999387,0.100000629,28,41744.52258,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,-0.415834195,0.944463832,0.119577658,-1,99.98302143,0.067389456,0.016993382,1,100.523619,-0.947531506,0.102846152,1,23.34662143,0.020842177,0.002157107,1,23.55774524,0.019831065,0.002045111,1,4,4,4-Apr,100,100,2.701,0.335,3,527.325,333.373,25.6403,25.9773,30.0004,25.916,25.8853,7.36439,-30,-30,-999.9,100,0,103.384,104.905
59,BH1_C_3,1562858113,6397.2,20190711 11:15:13,11:15:13,1562858105,0.000147099,-0.518868373,50.75804609,135.5507281,12.88397987,4.824508532,0.009550935,2.316878574,0.009529116,0.005957653,316.9677269,28.61536961,27.39884839,3.663864954,65.12722184,2.242192304,3.442788193,1.42167265,-6.487083867,-132.2311698,-12.30099252,165.9484807,0.018638927,-0.41799069,4.569041661,74,12,1,0,50197,1999.999032,1685.999351,0.843000084,0.18799991,9,0.5,0: Broadleaf,1562858105,50.75804516,49.99096129,23.58982258,23.37438387,600.0148387,94.84913226,0.200005839,26.34021613,27.39884839,999.9,10001.3729,732.2874839,7.378057097,1999.999032,0.900001613,0.099998539,28,41744.56129,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,-0.596130464,0.898625806,0.116490864,-1,49.99256667,-0.030075585,0.009591853,1,50.81205714,-0.897378396,0.097639815,1,23.37276905,0.02435121,0.002732214,1,23.58797857,0.0331079,0.003380162,1,4,4,4-Apr,100,100,2.701,0.335,3,527.546,333.147,25.6636,25.9933,30.0002,25.9334,25.9015,5.20656,-30,-30,-999.9,50,0,103.372,104.897
60,BH1_C_3,1562858189,6472.7,20190711 11:16:28,11:16:28,1562858181,0.000156764,1.259094969,398.0209332,192.3130861,18.27941984,37.83201597,0.010174393,2.314963383,0.010149616,0.006345731,316.9678937,28.64666589,27.42150968,3.668729721,65.12122529,2.24632476,3.449451005,1.422404961,-6.913306478,-130.8613407,-12.18701082,167.0062357,0.018614884,-0.417451491,4.564221232,74,12,1,0,50283,1999.998387,1685.998734,0.843000047,0.188000078,9,0.5,0: Broadleaf,1562858181,398.0209355,400.0030968,23.63300645,23.40342581,600.0225161,94.8503,0.200017226,26.37297742,27.42150968,999.9,9988.348387,732.1525484,8.048078065,1999.998387,0.899999097,0.100000926,28,41744.50645,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,1.35192594,-1.053805724,0.136051257,-1,400.0150952,-0.112872539,0.030030785,1,397.9651905,0.935651892,0.099293753,1,23.40176429,0.031390973,0.003229759,1,23.6314119,0.031651568,0.003258849,1,4,4,4-Apr,100,100,2.701,0.335,3,528.115,333.861,25.6908,26.013,30.0001,25.9531,25.9218,19.8034,-30,-30,-999.9,400,0,103.368,104.891
61,BH1_C_3,1562858249,6533.2,20190711 11:17:29,11:17:29,1562858241,0.00016494,1.290074889,397.9811267,197.4579358,18.76889191,37.82914431,0.010708974,2.317856447,0.010681562,0.006678433,316.9676923,28.6521536,27.43878387,3.672441809,65.19831346,2.250410679,3.451639405,1.42203113,-7.273851139,-131.8403478,-12.26457909,165.5889143,0.018651209,-0.418266118,4.571503564,73,12,1,0,50186,1999.999677,1685.99954,0.842999906,0.187999869,9,0.5,0: Broadleaf,1562858241,397.981129,400.0146452,23.67542258,23.43387742,600.0179032,94.85263226,0.199976452,26.38372581,27.43878387,999.9,10007.59387,732.3699032,8.325500323,1999.999677,0.900001452,0.09999849,28,41744.59032,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,1.282691597,0.07925002,0.020967491,-1,400.0099762,0.075796127,0.025936266,1,397.9820952,-0.03424682,0.012830042,1,23.43223095,0.02849526,0.002927252,1,23.67315,0.041151608,0.004212128,1,4,4,4-Apr,100,100,2.701,0.335,3,528.388,333.762,25.714,26.0305,30,25.9705,25.9374,19.7958,-30,-30,-999.9,400,0,103.363,104.887
62,BH1_C_3,1562858319,6602.7,20190711 11:18:38,11:18:38,1562858311,0.000182147,2.733982467,595.7514145,214.2650072,20.36658704,56.628113,0.011804588,2.3172206,0.011771281,0.007360035,316.9676324,28.68741803,27.47365806,3.679945989,65.17675362,2.255025712,3.459861971,1.424920276,-8.032677958,-131.1223264,-12.20572108,165.6069069,0.018643223,-0.418087016,4.5699027,73,12,1,0,50201,1999.998065,1685.998458,0.843000045,0.187999954,9,0.5,0: Broadleaf,1562858311,595.7514194,600.0150645,23.7238129,23.45708065,600.0140645,94.85326129,0.199996871,26.42405806,27.47365806,999.9,10003.24226,732.5730323,7.731329355,1999.998065,0.900000839,0.099999242,28,41744.52903,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,2.828233397,-1.134277995,0.158715583,-1,600.0072381,0.094514221,0.025918195,1,595.6906905,0.948808038,0.109462428,1,23.45610952,0.017393728,0.001813548,1,23.72198571,0.030022851,0.003104342,1,4,4,4-Apr,100,100,2.701,0.335,3,528.607,334.185,25.7392,26.0458,30.0001,25.9858,25.9527,27.3493,-30,-30,-999.9,600,0,103.362,104.884
63,BH1_C_3,1562858388,6671.7,20190711 11:19:47,11:19:47,1562858380,0.000195371,4.362162551,793.250089,230.9620043,21.95374541,75.40119229,0.012730477,2.317301354,0.01269175,0.007935813,316.9682647,28.66853491,27.45995161,3.676995059,65.36150368,2.259474897,3.456889406,1.417520162,-8.615872053,-131.2349003,-12.21404717,164.9034452,0.018644237,-0.41810976,4.570106003,73,12,1,0,50221,2000.002258,1686.001911,0.843000004,0.187999944,9,0.5,0: Broadleaf,1562858380,793.2500968,800.0256452,23.77056129,23.48447742,600.0144194,94.85349677,0.199996871,26.4094871,27.45995161,999.9,10003.76161,732.7855806,7.723499677,2000.002258,0.900000806,0.099999226,28,41744.63871,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,4.461414731,-1.104017267,0.146107876,-1,800.0384048,-0.198987985,0.047554009,1,793.1897857,0.867750812,0.112936041,1,23.48305476,0.026961604,0.002749043,1,23.76850238,0.03980727,0.004083736,1,4,4,4-Apr,100,100,2.701,0.335,3,528.884,334.524,25.7565,26.0591,30.0002,26.0003,25.9678,34.4598,-30,-30,-999.9,800,0,103.364,104.883
64,BH1_C_3,1562858455,6739.3,20190711 11:20:55,11:20:55,1562858447,0.000218702,6.203307465,990.3980857,282.1664781,26.82047486,94.13927245,0.014370837,2.316584311,0.014321494,0.008955353,316.9681516,28.6678093,27.4312871,3.670830409,65.48645604,2.264620756,3.458151339,1.406209653,-9.644766734,-126.8416153,-11.80748788,168.6742817,0.018635232,-0.417907823,4.56830091,72,12,1,0,50438,1999.999677,1685.999811,0.843000042,0.188000111,9,0.5,0: Broadleaf,1562858447,990.3980968,1000.027613,23.82508387,23.50485806,600.0217097,94.85195484,0.199998323,26.41567419,27.4312871,999.9,9999.092581,733.2953226,7.511652903,1999.999677,0.899998613,0.100001387,28,41744.57419,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,6.315609854,-1.2609426,0.174132346,-1,1000.04131,-0.18251295,0.042387941,1,990.3341905,0.899308107,0.120181061,1,23.50402381,0.015973977,0.001675,1,23.82241429,0.047925994,0.004850114,1,4,4,4-Apr,100,100,2.701,0.335,3,529.339,334.969,25.7653,26.0656,30.0001,26.0098,25.9764,41.2455,-30,-30,-999.9,1000,0,103.363,104.884
65,BH1_C_3,1562858523,6807.2,20190711 11:22:03,11:22:03,1562858515,0.00023137,7.827531477,1187.867728,344.0280515,32.70016338,112.9078533,0.015225216,2.315903754,0.015169826,0.009486101,316.9679938,28.67416143,27.44229355,3.673196412,65.56910365,2.268798191,3.460163498,1.404398221,-10.20339714,-126.9473314,-11.82203529,167.99523,0.018626688,-0.417716202,4.566587883,72,12,1,0,50295,2000.000645,1686.000596,0.843000026,0.18799993,9,0.5,0: Broadleaf,1562858515,1187.867742,1200.020968,23.86930645,23.53054516,600.0160968,94.85087419,0.199989355,26.42553548,27.44229355,999.9,9994.621613,733.3685806,7.262745806,2000.000645,0.900001097,0.099998971,28,41744.59677,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,7.926076197,-1.202343393,0.167071362,-1,1200.016429,-0.023155624,0.055798166,1,1187.805476,0.955001079,0.111935406,1,23.5286881,0.035002417,0.003576058,1,23.86729286,0.04108297,0.004263376,1,4,4,4-Apr,100,100,2.701,0.335,3,529.532,335.237,25.7795,26.0766,30.0002,26.0208,25.9895,47.7652,-30,-30,-999.9,1200,0,103.362,104.881
66,BH1_C_3,1562858597,6880.7,20190711 11:23:16,11:23:16,1562858589,0.000236112,9.897107494,1484.621595,437.5699013,41.59067413,141.1121121,0.015519821,2.31700249,0.015462299,0.009669087,316.9678688,28.69249932,27.47010323,3.679180451,65.61562904,2.273206756,3.464428809,1.405973696,-10.41255906,-127.872288,-11.90542484,166.7775969,0.018640484,-0.418025587,4.569353609,72,12,1,0,50410,1999.999355,1685.999417,0.84299998,0.187999987,9,0.5,0: Broadleaf,1562858589,1484.621613,1499.992581,23.91610323,23.57041613,600.0195161,94.84922258,0.199989,26.44642258,27.47010323,999.9,10002.19839,733.4120323,7.326898065,1999.999355,0.900000097,0.099999884,28,41744.57419,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,9.983345882,-0.912277314,0.114127741,-1,1500.01119,-0.241090886,0.063290802,1,1484.559762,0.962790393,0.111771197,1,23.56899524,0.023771765,0.002471452,1,23.91461667,0.026917539,0.002739909,1,4,4,4-Apr,100,100,2.701,0.335,3,529.628,335.745,25.7961,26.0912,30.0001,26.0342,26.0026,57.0846,-30,-30,-999.9,1500,0,103.361,104.879
67,BH1_C_3,1562858679,6963.3,20190711 11:24:39,11:24:39,1562858671,0.000226118,12.73108339,1980.205461,573.8721409,54.54485453,188.2126891,0.014857994,2.3166566,0.014805256,0.009258008,316.9676595,28.70449896,27.47262258,3.679722982,65.5926961,2.273549064,3.466161934,1.406173918,-9.971797587,-127.1086599,-11.8367456,168.0504564,0.01863614,-0.41792818,4.568482879,72,12,1,0,50355,1999.998387,1685.998605,0.842999983,0.187999954,9,0.5,0: Broadleaf,1562858671,1980.205484,1999.973226,23.92024839,23.58919355,600.015871,94.84707419,0.199976613,26.45490323,27.47262258,999.9,10000.09419,733.6415806,6.840785806,1999.998387,0.900000581,0.099999419,28,41744.55484,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,12.84725984,-1.208491156,0.15127095,-1,2000.029048,-0.658876914,0.098096394,1,1980.15,0.976258002,0.105694979,1,23.58845,0.016093672,0.001744549,1,23.92038095,-0.00387975,0.000897414,1,4,4,4-Apr,100,100,2.701,0.335,3,529.84,336.576,25.807,26.103,30.0001,26.047,26.0156,71.5058,-30,-30,-999.9,2000,0,103.357,104.874
68,BH1_C_3,1562858800,7083.8,20190711 11:26:39,11:26:39,1562858792,0.000174143,12.87173252,2479.994493,620.1702224,58.94788292,235.7262889,0.011332033,2.31652922,0.011301327,0.007066081,316.9676027,28.74072599,27.51183548,3.688176291,65.39900349,2.269424011,3.470120171,1.41875228,-7.679720915,-129.5817193,-12.07124398,167.6349186,0.01863454,-0.41789231,4.568162233,72,12,1,0,50301,1999.997097,1685.997739,0.843000093,0.188000016,9,0.5,0: Broadleaf,1562858792,2479.994516,2499.949355,23.87582258,23.62085161,600.0171935,94.85114194,0.199992065,26.47425806,27.51183548,999.9,9998.807097,733.7106452,5.992817097,1999.997097,0.900000161,0.099999952,28,41744.50645,1562857303,11:01:43,2,2.701,0.335,400,23,0.3,0.15,13.05205258,-2.020692607,0.25007251,-1,2499.99381,-0.261761608,0.119879948,1,2479.877381,2.537590147,0.270995164,0,23.61960952,0.025363261,0.002675534,1,23.87655952,-0.020366259,0.002193178,1,3,4,4-Mar,100,100,2.701,0.335,3,530.257,337.524,25.8268,26.1206,30.0002,26.0667,26.0337,84.5932,-30,-30,-999.9,2500,0,103.355,104.871
