obs,id,time,elapsed,date,hhmmss,rep name,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,CO2_r:MN,CO2_r:SLP,CO2_r:SD,CO2_r:OK,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,H2O_r:MN,H2O_r:SLP,H2O_r:SD,H2O_r:OK,H2O_s:MN,H2O_s:SLP,H2O_s:SD,H2O_s:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
61,BH1_S_1579,1561737111,6851.8,20190628 11:51:51,11:51:51,,1561737103,0.00083111,6.081201576,789.8919892,324.5671905,31.14723464,75.80233568,0.022606128,2.331400409,0.022485056,0.014063984,316.9686537,30.3580203,28.71107097,3.955020801,12.67524513,0.490024571,3.865996803,3.46499623,-36.65192975,-49.27349805,-4.630575224,226.4126506,0.018821693,-0.422089324,4.605647227,0,0,1,0,50489,2000.003871,1686.003381,0.843000059,0.188000011,9,0.5,0: Broadleaf,1561737103,789.892,799.9973226,5.106260645,3.866110645,600.0718387,95.76545806,0.199986226,28.31904839,28.71107097,999.9,10002.80613,742.2059355,7.932143226,2000.003871,0.900000097,0.099999974,30,41744.65806,1561735565,11:26:04,5,5.674,-0.064,400,2,0.31,0.18,800.002575,-0.064858025,0.063972216,1,789.8401,1.130953502,0.113971005,0,3.86267425,0.088069304,0.008478324,1,5.110903,-0.119805891,0.011531812,1,3,4,4-Mar,100,100,5.674,-0.064,3,618.217,315.095,27.689,27.816,30.0001,27.7272,27.6978,33.881,100,0,-999.9,800,0,103.113,103.64
62,BH1_S_1579,1561737188,6928.8,20190628 11:53:08,11:53:08,,1561737180,0.000713231,7.07216646,988.3486003,362.9442625,34.83029621,94.84782667,0.019402373,2.33130904,0.01931311,0.012078679,316.9679842,30.35540334,28.66962258,3.945524576,12.53059029,0.483290355,3.856884184,3.462234221,-31.45348365,-49.16128806,-4.618326172,231.7348863,0.01882054,-0.42206348,4.605416606,0,0,1,0,50424,1999.999355,1685.999459,0.843000002,0.188000051,9,0.5,0: Broadleaf,1561737180,988.3486129,1000.012806,5.03606,3.971732581,600.0739355,95.76599032,0.199974161,28.27847742,28.66962258,999.9,10002.13806,742.0543871,7.617621935,1999.999355,0.89999929,0.100000687,30,41744.54516,1561735565,11:26:04,5,5.674,-0.064,400,2,0.31,0.18,1000.018825,-0.055575985,0.045562533,1,988.300625,0.871463415,0.09464161,1,3.968237,0.076295009,0.00734503,1,5.0364945,-0.009305291,0.000995206,1,4,4,4-Apr,100,100,5.674,-0.064,3,618.152,315.52,27.6807,27.8089,30.0001,27.7249,27.6931,40.6459,100,0,-999.9,1000,0,103.114,103.642
63,BH1_S_1579,1561737264,7004.8,20190628 11:54:24,11:54:24,,1561737256,0.000667093,8.19045509,1186.551276,414.2645928,39.75536345,113.8687159,0.018141862,2.330498192,0.018063768,0.011296843,316.9681021,30.3828427,28.68342581,3.948684817,12.60667559,0.486564237,3.859576094,3.46212058,-29.41879177,-49.37156054,-4.640288944,233.5374608,0.018810314,-0.421834156,4.603370146,0,0,1,0,50518,2000.000323,1686.000353,0.84300004,0.188000021,9,0.5,0: Broadleaf,1561737256,1186.55129,1200.022581,5.070167097,4.074727097,600.0758065,95.76612903,0.19998571,28.29047097,28.68342581,999.9,9996.689032,742.343129,7.473301935,2000.000323,0.899999871,0.100000171,30,41744.59032,1561735565,11:26:04,5,5.674,-0.064,400,2,0.31,0.18,1200.01975,0.065001617,0.08335129,1,1186.50275,0.948074095,0.097544541,1,4.0713795,0.073028422,0.007038846,1,5.068505,0.036434469,0.003529757,1,4,4,4-Apr,100,100,5.674,-0.064,3,618.289,315.717,27.6828,27.8065,30,27.7249,27.6931,47.1544,100,0,-999.9,1200,0,103.117,103.644
64,BH1_S_1579,1561737346,7086.3,20190628 11:55:45,11:55:45,,1561737338,0.000638149,9.820390071,1483.850628,517.5130339,49.66229446,142.395306,0.017378716,2.330377885,0.017307036,0.010823313,316.9686008,30.38554865,28.68684194,3.949467279,12.7779934,0.492984291,3.858072824,3.456482988,-28.14238107,-50.6395498,-4.759631682,233.4270382,0.018808797,-0.421800136,4.603066535,0,0,1,0,50495,2000.003548,1686.003035,0.843000022,0.188000018,9,0.5,0: Broadleaf,1561737338,1483.850645,1499.999677,5.137213226,4.185020645,600.0717097,95.76338387,0.199985581,28.28377419,28.68684194,999.9,9996.169355,742.9123871,7.833783871,2000.003548,0.899999839,0.100000181,30,41744.66774,1561735565,11:26:04,5,5.674,-0.064,400,2,0.31,0.18,1499.99325,-0.133452019,0.074812683,1,1483.79875,0.998179758,0.102547245,1,4.18135875,0.078786705,0.007585482,1,5.1352525,0.041806353,0.004030406,1,4,4,4-Apr,100,100,5.674,-0.064,3,618.224,316.204,27.684,27.8113,30.0001,27.7296,27.7001,56.4525,100,0,-999.9,1500,0,103.114,103.642
65,BH1_S_1579,1561737434,7174.8,20190628 11:57:14,11:57:14,,1561737426,0.000586383,11.80510225,1980.579011,714.2965189,68.54569871,190.0613661,0.015966413,2.331098283,0.015905907,0.009946609,316.9690328,30.39568936,28.70045484,3.952586647,12.88324489,0.49687477,3.85675173,3.455711876,-25.85948135,-53.1058505,-4.990089763,233.0136112,0.018817882,-0.422003868,4.604884656,0,0,1,0,50415,2000.006452,1686.00548,0.843000021,0.188000002,9,0.5,0: Broadleaf,1561737426,1980.579032,2000.026452,5.1778,4.302883548,600.0709677,95.76254516,0.199981452,28.2778871,28.70045484,999.9,10001.08516,743.5443871,7.347807097,2000.006452,0.900000065,0.099999961,30,41744.71613,1561735565,11:26:04,5,5.674,-0.064,400,2,0.31,0.18,2000.01225,0.099115608,0.10703942,1,1980.52375,0.930414199,0.112687344,1,4.29950025,0.073163027,0.007048274,1,5.1771425,0.011811412,0.001230666,1,4,4,4-Apr,100,100,5.674,-0.064,3,618.099,316.95,27.6755,27.8207,30.0002,27.7413,27.7118,70.859,100,0,-999.9,2000,0,103.111,103.637
66,BH1_S_1574,1561738125,7865.4,20190628 12:08:44,12:08:44,,1561738117,0.002757623,9.145210068,384.6791772,194.5807302,18.66795948,36.90589139,0.085147117,2.33088614,0.083456131,0.052309213,316.9680828,29.4627364,28.81594839,3.979138309,23.38281738,0.889469884,3.803946588,3.089668425,-121.6111528,-97.36672888,-9.144385704,88.84581548,0.018815206,-0.421943868,4.60434923,25,4,1,0,50355,2000,1686.000048,0.843000024,0.188000044,9,0.5,0: Broadleaf,1561738117,384.6791935,399.9864516,9.271163226,5.173549355,600.068871,95.73940323,0.200001806,28.04112258,28.81594839,999.9,10002.08032,741.2022581,7.331746774,2000,0.899999484,0.100000526,29,41744.57419,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,399.98795,0.022924894,0.037335606,1,384.680275,0.040015715,0.014203851,1,5.1705035,0.080437499,0.007744766,1,9.26773725,0.097660562,0.009447961,1,4,4,4-Apr,100,100,5.76,-0.09,3,582.874,313.88,27.6215,27.8539,30,27.7878,27.7516,19.3145,100,0,-999.9,400,0,103.098,103.627
67,BH1_S_1574,1561738190,7930.4,20190628 12:09:49,12:09:49,,1561738182,0.002803478,5.912868608,289.8940217,167.7335575,16.09179003,27.81145167,0.087374044,2.331269184,0.085594731,0.053653553,316.9676577,29.41248089,28.76313548,3.966977524,23.8283522,0.904551172,3.796112987,3.062426351,-123.6333694,-95.19016263,-8.934577937,89.20954775,0.018820037,-0.422052206,4.605316007,25,4,1,0,50388,1999.998387,1685.998628,0.842999994,0.18799995,9,0.5,0: Broadleaf,1561738182,289.8940323,299.9811935,9.428633226,5.263565161,600.0719032,95.73662258,0.199994194,28.00575484,28.76313548,999.9,10004.93903,741.1750968,7.377744516,1999.998387,0.900000677,0.099999339,29,41744.55806,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,299.975325,0.146422313,0.028075245,1,289.9409,-0.899639618,0.093230038,1,5.25937125,0.118071204,0.013267299,1,9.42152075,0.161436492,0.015702305,1,4,4,4-Apr,100,100,5.76,-0.09,3,583.093,313.693,27.6001,27.8444,30,27.7766,27.7423,15.3589,100,0,-999.9,300,0,103.098,103.63
68,BH1_S_1574,1561738257,7997.9,20190628 12:10:57,12:10:57,,1561738249,0.002859472,2.884232509,194.8239303,134.1937721,12.87395847,18.69054836,0.090153855,2.330753973,0.088260436,0.055329577,316.9682795,29.34316969,28.69324516,3.950934297,24.35429193,0.921734308,3.784689414,3.029199989,-126.1027213,-92.88219352,-8.714602265,89.26876244,0.01881354,-0.42190649,4.604015665,26,4,1,0,50535,2000.002258,1686.001848,0.842999972,0.18799996,9,0.5,0: Broadleaf,1561738249,194.8239355,199.9852903,9.607845484,5.360369355,600.0737419,95.73559355,0.19999471,27.95406452,28.69324516,999.9,10001.59226,741.1636129,7.589905484,2000.002258,0.900000452,0.099999532,29,41744.66452,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,199.98165,0.069191112,0.015794857,1,194.868175,-0.909902879,0.089450514,1,5.3565385,0.082147473,0.007904158,1,9.60121825,0.145249705,0.013975888,1,4,4,4-Apr,100,100,5.76,-0.09,3,582.469,313.46,27.5726,27.8302,30,27.7652,27.7305,11.2348,100,0,-999.9,200,0,103.099,103.63
69,BH1_S_1574,1561738325,8065.4,20190628 12:12:04,12:12:04,,1561738317,0.002933949,-0.069001829,99.64767432,95.86487181,9.196681464,9.559580084,0.093889593,2.330145649,0.091837407,0.057579024,316.9690528,29.23745445,28.59239032,3.927882959,24.97856549,0.940836767,3.766576456,2.987046192,-129.3871448,-90.51934092,-8.487385478,88.57518157,0.018805869,-0.421734468,4.602480475,26,4,1,0,50589,2000.006452,1686.005437,0.842999999,0.188000018,9,0.5,0: Broadleaf,1561738317,99.64767419,99.98267097,9.807145806,5.449932581,600.0756774,95.73380968,0.199990581,27.87182581,28.59239032,999.9,9997.700645,741.4429355,7.751349355,2000.006452,0.899999742,0.100000248,29,41744.71613,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,99.981385,0.013521951,0.015062462,1,99.698,-0.974566604,0.098036544,1,5.44608725,0.084467955,0.008139203,1,9.79680625,0.22160454,0.021330799,1,4,4,4-Apr,100,100,5.76,-0.09,3,582.254,313.422,27.5318,27.816,29.9999,27.7554,27.7212,6.97123,100,0,-999.9,100,0,103.099,103.63
70,BH1_S_1574,1561738387,8127.9,20190628 12:13:07,12:13:07,,1561738379,0.003079161,-1.554313833,52.07663826,74.19679417,7.117692304,4.995707584,0.100377776,2.32975094,0.098035583,0.061478124,316.9689573,29.12323249,28.49572581,3.905899538,25.84008478,0.969438034,3.751682867,2.936461505,-135.7910154,-86.88870932,-8.141670495,86.14756204,0.018800893,-0.421622869,4.601484463,25,4,1,0,50458,2000.005806,1686.004979,0.843000042,0.188000013,9,0.5,0: Broadleaf,1561738379,52.07663548,49.98595484,10.10569032,5.534195806,600.0750645,95.72990968,0.20000729,27.80394516,28.49572581,999.9,9995.462258,741.1419677,7.925915806,2000.005806,0.9,0.100000048,29,41744.7129,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,49.9837275,0.037637899,0.013702627,1,52.1233475,-0.88032833,0.090127759,1,5.530724,0.076461839,0.007359851,1,10.0912675,0.314860413,0.030295911,1,4,4,4-Apr,100,100,5.76,-0.09,3,582.879,313.315,27.4808,27.801,30.0002,27.7437,27.7095,4.83445,100,0,-999.9,50,0,103.098,103.632
71,BH1_S_1574,1561738456,8196.4,20190628 12:14:15,12:14:15,,1561738448,0.003288876,10.73036619,382.0504648,207.8026313,19.9342222,36.64957855,0.109840925,2.330432484,0.10704372,0.06714771,316.9690214,28.98597641,28.38656129,3.881202466,27.00307587,1.00895755,3.736454153,2.872244916,-145.0394171,-81.94979463,-7.669800778,82.31000891,0.018809486,-0.421815575,4.60320432,25,4,1,0,50547,2000.006129,1686.005307,0.84300007,0.188000014,9,0.5,0: Broadleaf,1561738448,382.0504839,400.0286129,10.51779355,5.636963548,600.0732581,95.72863548,0.199996806,27.73429355,28.38656129,999.9,10000.16387,740.8768065,7.955145484,2000.006129,0.900000097,0.099999987,29,41744.70323,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,400.028025,-0.067666041,0.016984533,1,381.99615,0.845313321,0.108211725,1,5.632957,0.086320075,0.008313377,1,10.5016675,0.349039024,0.033587426,1,4,4,4-Apr,100,100,5.76,-0.09,3,582.893,313.92,27.4292,27.7877,30,27.7343,27.7021,19.3372,100,0,-999.9,400,0,103.098,103.634
72,BH1_S_1574,1561738516,8256.9,20190628 12:15:16,12:15:16,,1561738508,0.003418396,11.15602855,381.3092705,209.6057411,20.10721778,36.57852357,0.116048238,2.330356578,0.112930682,0.070854801,316.9687479,28.89798459,28.31551935,3.865203404,27.79222329,1.035627034,3.726319493,2.82957637,-150.7512671,-78.86260354,-7.376784372,79.97809289,0.018808529,-0.42179411,4.603012763,25,4,1,0,50527,2000.004194,1686.003602,0.843000033,0.188000042,9,0.5,0: Broadleaf,1561738508,381.3092903,399.9961935,10.79579355,5.724190645,600.0750968,95.72874516,0.200009806,27.68780323,28.31551935,999.9,9999.643548,740.4455484,7.872532258,2000.004194,0.899999548,0.100000474,29,41744.65806,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,400.00055,-0.123363051,0.032609009,1,381.35165,-0.955056038,0.092418762,1,5.72043525,0.083204538,0.008010791,1,10.7856825,0.221839585,0.021346696,1,4,4,4-Apr,100,100,5.76,-0.09,3,583.106,313.989,27.3846,27.7805,30,27.7296,27.6978,19.3342,100,0,-999.9,400,0,103.097,103.632
73,BH1_S_1574,1561738585,8326,20190628 12:16:25,12:16:25,,1561738577,0.003444354,18.31573391,569.5966772,295.5491626,28.35140685,54.64020603,0.118422938,2.330793964,0.115178999,0.072270928,316.9689279,28.82231375,28.22405484,3.84468979,28.26733649,1.049202297,3.711712624,2.795487493,-151.8960096,-75.82838048,-7.086026686,82.15851113,0.018814044,-0.4219178,4.604116595,25,4,1,0,50680,2000.005806,1686.004824,0.842999965,0.188000012,9,0.5,0: Broadleaf,1561738577,569.5967097,600.0092581,10.93740645,5.828037742,600.0767742,95.72790323,0.199984387,27.62060323,28.22405484,999.9,10002.66387,740.2924516,8.568799355,2000.005806,0.899999677,0.100000271,29,41744.72258,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,600.01585,-0.072146355,0.028580194,1,569.555825,0.88822094,0.091515542,1,5.824029,0.087418101,0.008417335,1,10.9373125,-0.006832097,0.001723251,1,4,4,4-Apr,100,100,5.76,-0.09,3,582.9,314.299,27.3346,27.7758,30.0001,27.7278,27.6955,26.8464,100,0,-999.9,600,0,103.096,103.632
74,BH1_S_1574,1561738706,8446.5,20190628 12:18:25,12:18:25,,1561738698,0.002795787,22.17268504,763.5413153,348.3794224,33.41870556,73.2435981,0.093178732,2.33032758,0.091157297,0.057151276,316.9684638,28.99559279,28.2193129,3.843628866,26.33536498,0.975481323,3.70407368,2.868147543,-123.2942192,-79.64419185,-7.442614438,106.5874383,0.018808163,-0.421785911,4.602939584,26,4,1,0,50477,2000.00129,1686.001194,0.843000053,0.188000142,9,0.5,0: Broadleaf,1561738698,763.5413548,799.9977742,10.16908387,6.018579032,600.0766452,95.72616774,0.200007613,27.58536774,28.2193129,999.9,9999.718387,739.354129,7.758333871,2000.00129,0.899998226,0.100001774,29,41744.57742,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,800.00485,0.003898479,0.039334813,1,763.397325,3.986736109,0.385112541,0,6.01471,0.10470023,0.010092475,1,10.198255,-0.782668111,0.075418028,1,3,4,4-Mar,100,100,5.76,-0.09,3,581.94,314.84,27.2571,27.7735,30.0003,27.7272,27.6955,33.9398,100,0,-999.9,800,0,103.094,103.63
75,BH1_S_1574,1561738826,8567.1,20190628 12:20:26,12:20:26,,1561738818,0.001652691,19.9112189,967.7681903,305.6791083,29.32145755,92.83059635,0.051189081,2.331044792,0.050572698,0.031662697,316.9672542,29.44554413,28.43535806,3.892225224,22.42671277,0.834768032,3.722204145,3.057457191,-72.88366812,-96.32258204,-9.011861391,138.7491426,0.018817207,-0.421988739,4.604749648,27,4,1,0,50469,1999.995484,1685.996204,0.843000005,0.187999981,9,0.5,0: Broadleaf,1561738818,967.7682258,1000.030419,8.702539677,6.245364194,600.0700645,95.72237097,0.199976226,27.66889355,28.43535806,999.9,10004.92387,738.8630645,8.146437742,1999.995484,0.90000029,0.099999726,29,41744.49355,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,1000.03525,0.11065666,0.068214276,1,967.5703,5.217906191,0.50271474,0,6.2404825,0.131550169,0.012658825,1,8.719977,-0.452322326,0.043551176,1,3,4,4-Mar,100,100,5.76,-0.09,3,580.894,315.335,27.2452,27.7877,30.0002,27.7343,27.7062,40.7168,100,0,-999.9,1000,0,103.092,103.627
76,BH1_S_1574,1561738947,8687.6,20190628 12:22:26,12:22:26,,1561738939,0.001235444,19.97785607,1167.868351,263.8456444,25.30783876,112.0208901,0.037203588,2.33096933,0.036876832,0.023077139,316.9674088,29.68469812,28.62389355,3.935070692,21.38563835,0.800930304,3.74517838,3.134140389,-54.48308802,-106.7753818,-10.00477856,145.7041604,0.018816256,-0.421967396,4.604559192,27,4,1,0,50368,1999.996129,1685.996594,0.842999929,0.188000029,9,0.5,0: Broadleaf,1561738939,1167.868387,1199.995484,8.35006,6.512593226,600.0736129,95.7191129,0.19999471,27.77422581,28.62389355,999.9,10004.75839,739.5188065,196.1647742,1999.996129,0.89999929,0.100000603,29,41744.4871,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,1199.99875,0.133170732,0.093064158,1,1167.7925,2.043602251,0.197240336,0,6.507689,0.128952946,0.012407225,1,8.3516905,-0.040329681,0.003905419,1,3,4,4-Mar,100,100,5.76,-0.09,3,580.697,315.715,27.2931,27.8213,30,27.7601,27.7322,47.2365,100,0,-999.9,1200,0,103.088,103.621
77,BH1_S_1574,1561739067,8808.1,20190628 12:24:27,12:24:27,,1561739059,0.001027104,22.06009685,1464.65867,262.6756922,25.19485481,140.4844972,0.030737331,2.330149841,0.030513843,0.019091096,316.9680616,29.76112253,28.67648387,3.947095189,21.30694385,0.798399072,3.74713088,3.148696117,-45.29526924,-112.2231124,-10.52215027,148.9275297,0.018805922,-0.421735653,4.602491054,31,5,1,0,50405,2000.001613,1686.001252,0.842999946,0.187999897,9,0.5,0: Broadleaf,1561739059,1464.65871,1500.000968,8.323922903,6.796282903,600.0750645,95.71620968,0.199992548,27.78315161,28.67648387,999.9,9999.567097,740.7221935,9.467036774,2000.001613,0.900001226,0.099998755,29,41744.59355,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,1499.99625,-0.221876173,0.115188704,1,1464.53475,3.272307692,0.316029963,0,6.790512,0.155843077,0.014995269,1,8.32580175,-0.046989681,0.004538446,1,3,4,4-Mar,100,100,5.76,-0.09,3,575.276,316.621,27.3206,27.856,30.0002,27.7931,27.7633,56.5717,100,0,-999.9,1500,0,103.084,103.615
78,BH1_S_1574,1561739188,8928.6,20190628 12:26:27,12:26:27,,1561739180,0.000740183,22.90381422,1963.394153,202.6768589,19.43963016,188.3177803,0.021636759,2.330047889,0.021525756,0.013463523,316.9685269,29.81303661,28.6625,3.943894728,19.42275215,0.726082219,3.738307596,3.217812509,-32.64204906,-115.5324793,-10.82998355,157.964015,0.018804636,-0.421706826,4.602233778,31,5,1,0,50474,2000.002581,1686.002224,0.843000024,0.188000065,9,0.5,0: Broadleaf,1561739180,1963.394194,1999.925161,7.570106129,6.468377742,600.0765161,95.7144129,0.199991258,27.74278387,28.6625,999.9,9999.07129,740.5704194,8.574049032,2000.002581,0.899999194,0.100000806,29,41744.62258,1561738054,12:07:34,6,5.76,-0.09,400,5,0.08,0.02,1999.95475,-0.305403377,0.186560814,1,1963.19475,5.317485929,0.513424715,0,6.4570545,0.300623189,0.028920289,1,7.5678725,0.0591197,0.005693761,1,3,4,4-Mar,100,100,5.76,-0.09,3,575.63,317.022,27.2981,27.8847,30.0001,27.8237,27.7954,70.9988,100,0,-999.9,2000,0,103.077,103.606
79,BH1_S_1577,1561739394,9134.6,20190628 12:29:53,12:29:53,,1561739386,0.001397653,3.736463019,393.5606707,232.3192665,22.28270024,37.74802918,0.041770028,2.330185991,0.041358478,0.025885687,316.9672041,29.70928505,29.15393226,4.057735596,23.93015426,0.900222793,3.761876265,3.157512803,-61.63650023,-163.752576,-15.39508757,76.18304029,0.018806378,-0.421745875,4.602582278,0,0,1,0,50284,1999.994516,1685.995508,0.843000066,0.188000029,9,0.5,0: Broadleaf,1561739386,393.5606774,399.9897097,9.385716129,7.309157097,600.0703871,95.71414194,0.199987677,27.85042903,29.15393226,999.9,10000.02548,738.8860968,8.337110645,1999.994516,0.899999871,0.1000002,29,41744.47097,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,399.988,0.001148218,0.024979992,1,393.598825,-0.847913696,0.08319642,1,7.29880975,0.227248593,0.021863612,1,9.36864625,0.374087167,0.035989107,1,4,4,4-Apr,100,100,5.624,-0.086,3,617.269,314.875,27.3361,27.9464,30.0002,27.8852,27.8553,19.3377,100,0,-999.9,400,0,103.064,103.59
80,BH1_S_1577,1561739465,9205.6,20190628 12:31:04,12:31:04,,1561739457,0.001540264,2.529808441,295.5124794,194.4230612,18.64802976,28.34399107,0.04644871,2.330017906,0.045940369,0.02875794,316.9669076,29.75481731,29.23894839,4.077717648,25.01762898,0.946160963,3.781976956,3.131556685,-67.92562316,-162.9461419,-15.33382157,70.76132092,0.018804258,-0.421698349,4.602158119,0,0,1,0,50544,1999.993226,1685.994088,0.8429999,0.188000011,9,0.5,0: Broadleaf,1561739457,295.5124839,299.9894194,9.864608387,7.577273871,600.0707419,95.71469355,0.200007355,27.94177097,29.23894839,999.9,9998.840968,738.936129,8.16428,1999.993226,0.899999419,0.100000445,29,41744.43871,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,299.983175,0.140206379,0.023055246,1,295.560425,-0.952941839,0.093778966,1,7.56686475,0.227976923,0.021931565,1,9.8454685,0.417848105,0.040196635,1,4,4,4-Apr,100,100,5.624,-0.086,3,617.734,314.873,27.3849,27.9738,30.0004,27.9112,27.8812,15.3809,100,0,-999.9,300,0,103.062,103.585
81,BH1_S_1577,1561739535,9275.6,20190628 12:32:14,12:32:14,,1561739527,0.001692233,1.094174098,197.831869,154.2412787,14.79392003,18.97487413,0.051634165,2.33065471,0.051006984,0.03193508,316.9671179,29.79109779,29.29502581,4.090944902,26.13024861,0.993186617,3.800907644,3.097758285,-74.62747459,-159.2762921,-14.99494111,68.06841017,0.018812288,-0.421878418,4.60376515,0,0,1,0,50471,1999.994194,1685.995139,0.843000017,0.188000019,9,0.5,0: Broadleaf,1561739527,197.831871,199.9750323,10.35495484,7.843201935,600.0745484,95.71417742,0.199965355,28.02740968,29.29502581,999.9,10003.16452,739.1386774,8.16428,1999.994194,0.899999806,0.100000206,29,41744.44194,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,199.975075,0.009534709,0.016679909,1,197.87665,-0.967159475,0.093785806,1,7.83237875,0.234590206,0.022572791,1,10.3357175,0.422657786,0.040661855,1,4,4,4-Apr,100,100,5.624,-0.086,3,618.056,314.983,27.4456,28.0012,30.0001,27.9349,27.9043,11.2532,100,0,-999.9,200,0,103.059,103.582
82,BH1_S_1577,1561739602,9343.1,20190628 12:33:22,12:33:22,,1561739594,0.001832187,-0.541988337,100.5180332,110.4930795,10.5979191,9.641164757,0.056573893,2.330906049,0.055821992,0.034955468,316.9675222,29.78718173,29.33932903,4.101421354,27.23447928,1.037647519,3.810050886,3.063773835,-80.79945533,-159.6797833,-15.03770061,61.45058291,0.018815458,-0.421949499,4.604399478,0,0,1,0,50537,1999.996774,1685.997409,0.843000064,0.188000005,9,0.5,0: Broadleaf,1561739594,100.5180323,99.98136452,10.81843226,8.100202581,600.0704194,95.7148,0.199977161,28.06863871,29.33932903,999.9,10004.78484,739.5075806,8.358108387,1999.996774,0.900000194,0.099999887,29,41744.50323,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,99.97674,0.091141463,0.012667829,1,100.56905,-0.985395872,0.098259084,1,8.08982575,0.224994934,0.021645486,1,10.799945,0.403389118,0.038807763,1,4,4,4-Apr,100,100,5.624,-0.086,3,618.44,314.885,27.4969,28.0274,30.0003,27.9571,27.9275,6.97537,100,0,-999.9,100,0,103.056,103.578
83,BH1_S_1577,1561739664,9404.6,20190628 12:34:23,12:34:23,,1561739656,0.001942195,-1.430464107,51.98266707,86.46853358,8.293370152,4.985761659,0.060876233,2.3300279,0.060006248,0.037581034,316.9677945,29.76132321,29.31729355,4.096207669,28.21506473,1.075564305,3.812021398,3.020643364,-85.65078045,-155.7368609,-14.67094379,60.90920931,0.018804384,-0.421701174,4.602183337,0,0,1,0,50461,1999.997097,1685.997657,0.843000052,0.188000139,9,0.5,0: Broadleaf,1561739656,51.98266452,49.98865806,11.21407419,8.333811935,600.0749355,95.712,0.200001839,28.0775129,29.31729355,999.9,9999.189355,739.6074839,8.056708065,1999.997097,0.899998258,0.100001742,29,41744.49032,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,49.9832125,0.047870544,0.014885449,1,52.0299825,-0.889921576,0.091311412,1,8.32340025,0.227407317,0.021876991,1,11.19662,0.38164728,0.036714624,1,4,4,4-Apr,100,100,5.624,-0.086,3,618.622,315.009,27.53,28.0459,30.0001,27.9752,27.9444,4.8335,100,0,-999.9,50,0,103.05,103.574
84,BH1_S_1577,1561739735,9476.1,20190628 12:35:35,12:35:35,,1561739727,0.002083731,5.969479806,389.8436023,228.1750289,21.88486826,37.39092713,0.066336659,2.329939651,0.065304992,0.040906974,316.9670515,29.75866331,29.32649032,4.09838296,29.3417922,1.121306571,3.821534022,2.977076389,-91.89255237,-151.51203,-14.27717683,59.28529239,0.018803272,-0.421676223,4.601960649,0,0,1,0,50480,1999.993871,1685.994815,0.842999991,0.188000016,9,0.5,0: Broadleaf,1561739727,389.8436129,400.015129,11.69091613,8.602223871,600.0706452,95.71264516,0.199989839,28.12029677,29.32649032,999.9,9998.530323,739.8750645,8.280522258,1999.993871,0.899999742,0.100000239,29.11290323,41744.43548,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,400.01245,0.098641105,0.030336406,1,389.7916,0.974795469,0.102419188,1,8.592796,0.20532433,0.01974473,1,11.6725025,0.401763497,0.038635706,1,4,4,4-Apr,100,100,5.624,-0.086,3,618.918,315.968,27.5643,28.0731,30.0002,28.0037,27.9728,19.3736,100,0,-999.9,400,0,103.047,103.567
