obs,id,time,elapsed,date,hhmmss,rep name,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,CO2_r:MN,CO2_r:SLP,CO2_r:SD,CO2_r:OK,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,H2O_r:MN,H2O_r:SLP,H2O_r:SD,H2O_r:OK,H2O_s:MN,H2O_s:SLP,H2O_s:SD,H2O_s:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
85,BH1_S_1577,1561739796,9536.7,20190628 12:36:35,12:36:35,,1561739788,0.002208956,6.19641748,389.4223115,232.1464063,22.26542968,37.34994322,0.07103578,2.329950366,0.069854183,0.043763389,316.9669399,29.7774311,29.36856452,4.108347518,30.21581388,1.158685323,3.834698373,2.949662194,-97.41498107,-149.3797491,-14.08326098,56.08894873,0.018803407,-0.421679252,4.601987686,0,0,1,0,50456,1999.993226,1685.994364,0.843000037,0.188,9,0.5,0: Broadleaf,1561739788,389.4223226,400.0060645,12.08081935,8.807787742,600.0685806,95.71117742,0.199976387,28.17935161,29.36856452,999.9,9998.755484,739.9244516,10.76463581,1999.993226,0.900000161,0.099999887,30,41744.46452,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,400.008975,-0.022669369,0.042207516,1,389.451,-0.648598407,0.062815603,1,8.79825125,0.206423536,0.019863767,1,12.0639425,0.36957747,0.035563211,1,4,4,4-Apr,100,100,5.624,-0.086,3,619.156,316.115,27.6046,28.0991,30.0002,28.0269,27.9964,19.3725,100,0,-999.9,400,0,103.044,103.564
86,BH1_S_1577,1561739867,9607.6,20190628 12:37:46,12:37:46,,1561739859,0.002319586,10.59840939,582.0916261,330.9477072,31.74172492,55.82934064,0.075408891,2.330600069,0.074079165,0.046416996,316.9670916,29.80713136,29.41452258,4.119256033,31.15597379,1.199314876,3.849389796,2.919941157,-102.2937584,-146.9412876,-13.85719119,53.87485441,0.018811599,-0.421862966,4.603627251,0,0,1,0,50142,1999.993548,1685.994645,0.843000042,0.188000058,9,0.5,0: Broadleaf,1561739859,582.0916452,600.0125806,12.50437742,9.068888065,600.0668387,95.71161613,0.199986323,28.24504839,29.41452258,999.9,10003.06581,740.085871,10.17038419,1999.993548,0.899999355,0.100000671,30,41744.42903,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,600.013425,-0.044927673,0.044123059,1,582.041325,0.889422037,0.094542685,1,9.058944,0.213266126,0.020537778,1,12.48918,0.327754594,0.03157302,1,4,4,4-Apr,100,100,5.624,-0.086,3,619.362,316.687,27.6556,28.1308,30.0003,28.0542,28.0235,26.9048,100,0,-999.9,600,0,103.041,103.558
87,BH1_S_1577,1561739940,9681.2,20190628 12:39:00,12:39:00,,1561739932,0.002351845,13.60336118,776.8802983,458.7457336,43.99891831,74.51163091,0.076910894,2.329780284,0.075527715,0.047327023,316.967337,29.84672777,29.46485161,4.131230992,31.81211102,1.228104805,3.860494528,2.903126187,-103.7163857,-146.9921096,-13.87374327,52.38509852,0.018801262,-0.421631165,4.601558506,0,0,1,0,50476,1999.995484,1685.996155,0.842999981,0.188000036,9,0.5,0: Broadleaf,1561739932,776.8803226,800.0231613,12.80458387,9.322417097,600.0740645,95.71134194,0.199998677,28.29456129,29.46485161,999.9,9997.598065,740.3916452,12.69253903,1999.995484,0.899999419,0.100000539,30,41744.4871,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,800.029575,-0.280034809,0.064684576,1,776.825875,0.999932191,0.105439363,1,9.31219175,0.222834046,0.021576908,1,12.79581,0.189453554,0.018351673,1,4,4,4-Apr,100,100,5.624,-0.086,3,619.551,317.273,27.7108,28.1599,30.0003,28.0819,28.0508,34.0148,100,0,-999.9,800,0,103.039,103.552
88,BH1_S_1577,1561740010,9751.2,20190628 12:40:10,12:40:10,,1561740002,0.00227858,15.85435026,972.8899071,588.3973839,56.43280753,93.3092335,0.074492081,2.329370356,0.073193519,0.045860735,316.9680501,29.90993423,29.50677097,4.141228161,32.02673553,1.239232887,3.86936997,2.901995275,-100.4853959,-147.2720967,-13.90824014,55.30231746,0.018796095,-0.421515276,4.600524162,0,0,1,0,50336,1999.999677,1685.999765,0.843000018,0.188000056,9,0.5,0: Broadleaf,1561740002,972.8899355,999.9935806,12.92087742,9.547553548,600.0684516,95.70933548,0.200009258,28.33404516,29.50677097,999.9,9995.059677,740.8021935,53.46335806,1999.999677,0.89999929,0.100000706,30,41744.58387,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,1000.0013,0.041178236,0.053132005,1,972.8416,0.975984991,0.102287536,1,9.5396575,0.173011632,0.016646942,1,12.91967,0.025458912,0.002617461,1,4,4,4-Apr,100,100,5.624,-0.086,3,619.458,317.782,27.7542,28.1833,30.0001,28.1037,28.0722,40.8015,100,0,-999.9,1000,0,103.038,103.55
89,BH1_S_1577,1561740080,9820.7,20190628 12:41:19,12:41:19,,1561740072,0.002117137,17.32678199,1170.279001,716.0195151,68.67262107,112.2401341,0.069019736,2.330015948,0.067903719,0.042538591,316.9678086,29.9380865,29.50440968,4.140664467,31.93880435,1.234157477,3.864131744,2.90650699,-93.36576051,-149.9423363,-14.15468923,59.50502255,0.018804234,-0.421697795,4.602153177,0,0,1,0,50383,1999.998387,1685.99869,0.843000025,0.188000033,9,0.5,0: Broadleaf,1561740072,1170.279032,1199.982258,12.86802258,9.73354129,600.068871,95.70887097,0.199996903,28.31075161,29.50440968,999.9,9999.436129,741.3416774,103.2010613,1999.998387,0.899999645,0.100000371,30,41744.54516,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,1199.99475,0.143752345,0.099397875,1,1170.22225,0.995459662,0.106688507,1,9.72586725,0.169838386,0.016349771,1,12.8712875,-0.070411632,0.006804344,1,4,4,4-Apr,100,100,5.624,-0.086,3,619.637,318.275,27.7736,28.195,30,28.118,28.0862,47.3411,100,0,-999.9,1200,0,103.038,103.549
90,BH1_S_1577,1561740153,9893.7,20190628 12:42:32,12:42:32,,1561740145,0.001919189,18.98040178,1467.303515,910.6353234,87.33631122,140.7246931,0.061884053,2.330621307,0.060985478,0.03819557,316.9680811,30.06798032,29.59123226,4.161435048,31.65825727,1.22808184,3.879183335,2.933353208,-84.63624458,-152.4898033,-14.40242656,65.43960671,0.018811867,-0.421868972,4.603680849,0,0,1,0,50505,2000.000645,1686.000636,0.843000046,0.187999977,9,0.5,0: Broadleaf,1561740145,1467.303548,1499.994194,12.80492258,9.963349677,600.0735484,95.70700968,0.200000484,28.37760968,29.59123226,999.9,10003.68968,741.8060645,82.83616129,2000.000645,0.900000516,0.099999555,30,41744.60323,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,1499.9995,-0.160525328,0.10158617,1,1467.2485,0.903714822,0.103840021,1,9.95540925,0.173262552,0.016668811,1,12.808615,-0.084290432,0.008177058,1,4,4,4-Apr,100,100,5.624,-0.086,3,619.295,319.023,27.7986,28.2039,30.0002,28.128,28.0975,56.6747,100,0,-999.9,1500,0,103.035,103.546
91,BH1_S_1577,1561740227,9967.7,20190628 12:43:46,12:43:46,,1561740219,0.001704662,21.07089598,1963.37093,1254.15536,120.2826117,188.301538,0.05431846,2.329626306,0.053624544,0.033576947,316.967878,30.20939962,29.68023226,4.182820742,31.31634627,1.219913198,3.895451874,2.962907544,-75.17559984,-154.5585979,-14.61574032,72.61793991,0.018799321,-0.421587633,4.601169974,0,0,1,0,50370,2000.000323,1686.000256,0.842999992,0.187999899,9,0.5,0: Broadleaf,1561740219,1963.370968,1999.993548,12.71971613,10.19552903,600.067,95.70729032,0.199975645,28.44961935,29.68023226,999.9,9996.989032,742.5049355,8.558656452,2000.000323,0.900001387,0.099998652,30,41744.5871,1561739295,12:28:15,7,5.624,-0.086,400,7,0.21,0.01,2000.014,0.41358349,0.148774998,1,1963.3205,0.858461538,0.109748576,1,10.1862425,0.202557974,0.019486443,1,12.7219025,-0.053285178,0.0052162,1,4,4,4-Apr,100,100,5.624,-0.086,3,619.134,320.211,27.837,28.2094,30.0002,28.1348,28.1031,71.1385,100,0,-999.9,2000,0,103.038,103.548
92,BH1_S_1624,1561740941,10682.2,20190628 12:55:41,12:55:41,,1561740933,0.001550388,6.02540951,390.0226989,190.7519062,18.29451766,37.40605948,0.052552208,2.328852401,0.051902182,0.032496596,316.9671383,30.56045437,29.7733129,4.205289392,35.93382942,1.424491131,3.964206304,2.780798261,-68.37211206,-128.3444194,-12.16463207,108.0859748,0.018789566,-0.421368868,4.599217351,0,0,1,0,50318,1999.994516,1685.995394,0.843000008,0.188000003,9,0.5,0: Broadleaf,1561740933,390.0227097,399.9666129,14.85277742,12.56202258,600.074871,95.70734516,0.200045839,28.75108065,29.7733129,999.9,9991.795806,745.4865806,8.16428,1999.994516,0.9,0.10000001,30,41744.47419,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,399.98655,-0.294731707,0.045718131,1,390.09975,-1.650213884,0.158962378,0,12.5515125,0.228192495,0.021954535,1,14.8235225,0.633018011,0.060900371,1,4,5,5-Apr,100,100,5.524,-0.038,3,621.079,318.749,28.1241,28.4657,30.0004,28.378,28.3455,19.4061,100,0,-999.9,400,0,102.993,103.49
93,BH1_S_1624,1561741024,10765.2,20190628 12:57:04,12:57:04,,1561741016,0.001857956,4.66372936,292.1716046,165.5793888,15.88013808,28.02115323,0.06517401,2.331237948,0.064178441,0.040199707,316.9688607,30.43804486,29.71467742,4.1911232,37.81089981,1.49697997,3.959122839,2.694143231,-81.9358577,-123.8881008,-11.72553786,99.41936437,0.018819643,-0.422043371,4.605237168,0,0,1,0,50641,2000.004839,1686.004196,0.843000058,0.188000043,9,0.5,0: Broadleaf,1561741016,292.1716129,299.9805484,15.60874516,12.86563548,600.0708065,95.70651935,0.199971161,28.72894839,29.71467742,999.9,10007.87645,746.6749355,8.916555806,2000.004839,0.899999645,0.10000041,30,41744.66129,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,299.9876,0.026385843,0.035557559,1,292.22105,-0.984614357,0.09727871,1,12.8562075,0.203987586,0.019659456,1,15.5870175,0.467422459,0.045053995,1,5,5,5-May,100,100,5.524,-0.038,3,621.432,318.697,28.1572,28.4948,30,28.4063,28.3732,15.4309,100,0,-999.9,300,0,102.989,103.485
94,BH1_S_1624,1561741094,10834.8,20190628 12:58:14,12:58:14,,1561741086,0.002031746,2.437624912,195.7266408,134.0960808,12.86046914,18.77114087,0.073054744,2.329181262,0.071805258,0.044988768,316.9685206,30.32910297,29.65394839,4.17649508,39.11650133,1.543772572,3.946601868,2.632722508,-89.60000793,-123.0116059,-11.64619106,92.71071574,0.018793711,-0.421461823,4.60004706,0,0,1,0,49951,2000.003548,1686.002905,0.842999957,0.187999985,9,0.5,0: Broadleaf,1561741086,195.7266452,199.9790968,16.0969129,13.09869355,600.0685806,95.70487097,0.200013484,28.67432903,29.65394839,999.9,9994.258387,747.4170968,8.883946774,2000.003548,0.900000032,0.099999919,30,41744.67742,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,199.9806,-0.053403377,0.016272369,1,195.771925,-0.927208255,0.091403607,1,13.088605,0.216346717,0.020821899,1,16.0781225,0.408273546,0.039278509,1,5,5,5-May,100,100,5.524,-0.038,3,621.798,318.543,28.1554,28.507,30.0002,28.4233,28.3884,11.2911,100,0,-999.9,200,0,102.985,103.479
95,BH1_S_1624,1561741160,10900.8,20190628 12:59:20,12:59:20,,1561741152,0.002161685,-0.0147072,99.68265164,95.66888163,9.175373193,9.560324257,0.07957526,2.330960982,0.078096316,0.048940785,316.9692838,30.23625682,29.59036452,4.161227009,40.30525383,1.586071997,3.935149507,2.575155012,-95.33031661,-121.409908,-11.47929218,88.74976697,0.01881615,-0.421965035,4.604538121,0,0,1,0,50224,2000.007742,1686.006656,0.843000065,0.188000019,9,0.5,0: Broadleaf,1561741152,99.68265161,99.98378065,16.5375,13.34895484,600.0676129,95.70761935,0.199984419,28.62423871,29.59036452,999.9,10005.90387,748.2513871,9.035114516,2000.007742,0.9,0.100000074,30,41744.72258,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,99.978795,0.030315197,0.012895929,1,99.73803,-0.989049906,0.104135136,1,13.3384425,0.23304878,0.02242649,1,16.5195075,0.394593996,0.037965507,1,5,5,5-May,100,100,5.524,-0.038,3,621.898,318.567,28.1432,28.5094,30.0001,28.4305,28.3972,6.99744,100,0,-999.9,100,0,102.982,103.478
96,BH1_S_1624,1561741222,10962.8,20190628 13:00:22,13:00:22,,1561741214,0.00228259,-1.375601348,51.86943794,75.2787099,7.220000195,4.974810973,0.085569919,2.32987507,0.083861553,0.05256412,316.968545,30.19191457,29.57786774,4.15823195,41.34548996,1.626418244,3.933725893,2.531813706,-100.6622358,-120.5668779,-11.40383583,84.33559543,0.018802457,-0.421657963,4.601797685,0,0,1,0,50407,2000.002903,1686.002386,0.842999969,0.188000057,9,0.5,0: Broadleaf,1561741214,51.86943548,49.98383548,16.95770968,13.59225484,600.065871,95.71024839,0.20000571,28.61800323,29.57786774,999.9,9998.347742,748.2709677,8.432670323,2000.002903,0.899999065,0.100000868,30,41744.62581,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,49.9846625,0.007169606,0.012032803,1,51.9180775,-0.935683677,0.093797997,1,13.581505,0.231377111,0.022267622,1,16.938535,0.408938837,0.039359367,1,5,5,5-May,100,100,5.524,-0.038,3,622.459,318.685,28.1337,28.5094,30.0002,28.433,28.3996,4.85019,100,0,-999.9,50,0,102.982,103.479
97,BH1_S_1624,1561741293,11033.8,20190628 13:01:33,13:01:33,,1561741285,0.002403652,9.285565124,384.703177,207.9829015,19.94831198,36.89812451,0.092220741,2.330408783,0.090240249,0.056574553,316.9685957,30.13549537,29.53103871,4.147025305,42.48923907,1.669735486,3.929784393,2.47728982,-106.0010326,-116.8813154,-11.04918519,83.03706251,0.018809187,-0.421808873,4.603144509,0,0,1,0,50625,2000.002903,1686.002457,0.843000005,0.188000079,9,0.5,0: Broadleaf,1561741285,384.7031935,400.0168065,17.4088129,13.8665129,600.0694839,95.71325484,0.19997571,28.60072903,29.53103871,999.9,10001.61194,748.3126452,8.588463548,2000.002903,0.899998903,0.100001065,30,41744.63871,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,400.0252,-0.118446529,0.019756265,1,384.654225,0.813422139,0.094236004,1,13.8569425,0.20772045,0.019983842,1,17.3938425,0.324262289,0.031200616,1,5,5,5-May,100,100,5.524,-0.038,3,622.663,319.657,28.1312,28.507,30,28.4354,28.402,19.4268,100,0,-999.9,400,0,102.982,103.481
98,BH1_S_1624,1561741354,11094.3,20190628 13:02:33,13:02:33,,1561741346,0.002415242,9.396195771,384.5077251,207.6928389,19.92039126,36.87919317,0.09323533,2.331931792,0.091212827,0.057186077,316.9683662,30.16055133,29.56087419,4.15416218,42.97825479,1.691869036,3.936569887,2.462293144,-106.5121758,-116.9710847,-11.05371839,82.4313873,0.018828396,-0.422239645,4.606988547,0,0,1,0,50152,2000.00129,1686.001016,0.842999964,0.188000104,9,0.5,0: Broadleaf,1561741346,384.5077419,399.9932903,17.63966774,14.08111613,600.0683548,95.71275161,0.199998032,28.63045806,29.56087419,999.9,10011.87871,748.3869032,8.319049355,2000.00129,0.899998387,0.100001516,30,41744.58065,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,399.994725,-0.034502814,0.025664165,1,384.506625,0.036078799,0.018691826,1,14.0728775,0.217241651,0.020904503,1,17.63514,0.11156848,0.010823789,1,5,5,5-May,100,100,5.524,-0.038,3,622.868,319.766,28.1344,28.5094,30.0001,28.4377,28.405,19.4229,100,0,-999.9,400,0,102.982,103.481
99,BH1_S_1624,1561741474,11214.8,20190628 13:04:34,13:04:34,,1561741466,0.001961037,13.89804383,577.4430074,253.12513,24.27711902,55.3823029,0.073673174,2.33005668,0.072403111,0.045364231,316.9679524,30.3744262,29.6988,4.187294418,42.22988711,1.668893734,3.951925635,2.518400684,-86.48171076,-125.7724043,-11.90712284,92.80671442,0.018804747,-0.421709312,4.602255963,0,0,1,0,50329,2000.000323,1686.000047,0.842999888,0.187999966,9,0.5,0: Broadleaf,1561741466,577.4430323,599.9860968,17.40070323,14.51066452,600.0687097,95.70956129,0.199995484,28.69757097,29.6988,999.9,9999.637097,748.024129,8.474710323,2000.000323,0.9,0.099999871,30,41744.58065,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,599.99605,-0.151857411,0.038467486,1,577.37815,1.820555347,0.176785824,0,14.502715,0.212305441,0.020427757,1,17.409995,-0.243755347,0.023467338,1,3,5,5-Mar,100,100,5.524,-0.038,3,622.198,320.426,28.1629,28.5241,30.0002,28.4523,28.4209,26.9715,100,0,-999.9,600,0,102.978,103.478
100,BH1_S_1624,1561741595,11335.3,20190628 13:06:34,13:06:34,,1561741587,0.001526904,16.53052673,773.420422,273.2382399,26.20574167,74.17723006,0.056068335,2.33062007,0.055329629,0.034646577,316.9677626,30.54743505,29.80597419,4.213198365,41.6018831,1.647337075,3.959765645,2.565861291,-67.33648283,-134.9747422,-12.78420817,101.8723294,0.018811851,-0.421868622,4.603677728,0,0,1,0,50159,1999.997097,1685.99769,0.843000069,0.188000117,9,0.5,0: Broadleaf,1561741587,773.4204516,799.9847097,17.17621613,14.92544839,600.0664194,95.70802903,0.20000229,28.73174839,29.80597419,999.9,10003.57484,747.6549677,8.330081613,1999.997097,0.899998645,0.100001387,30,41744.49032,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,799.981825,-0.042360225,0.033811897,1,773.371425,1.304476548,0.126424461,0,14.917515,0.211213508,0.020320846,1,17.1762425,0.006933208,0.001185303,1,4,5,5-Apr,100,100,5.524,-0.038,3,621.839,321.212,28.1877,28.5473,30.0002,28.4717,28.4405,34.091,100,0,-999.9,800,0,102.975,103.473
101,BH1_S_1624,1561741682,11422.3,20190628 13:08:01,13:08:01,,1561741674,0.001373666,19.54280003,968.6943198,311.9971149,29.92327082,92.90631575,0.050268458,2.32855841,0.049673281,0.031098688,316.9679518,30.64487464,29.85865806,4.225983155,41.68293298,1.655035463,3.970535048,2.570947692,-60.57867958,-135.5875096,-12.85996745,107.9417952,0.018785861,-0.421285777,4.598475661,0,0,1,0,50276,1999.998387,1685.998725,0.843000043,0.188000114,9,0.5,0: Broadleaf,1561741674,968.6943548,1000.001097,17.25634516,15.23162581,600.0661613,95.70882258,0.199983581,28.7786,29.85865806,999.9,9989.67129,747.7086774,8.353703548,1999.998387,0.899998581,0.100001419,30,41744.52258,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,1000.012,-0.457013133,0.094230303,1,968.64025,0.985598499,0.101866763,1,15.22245,0.199181989,0.019162163,1,17.25291,0.074210882,0.00715824,1,5,5,5-May,100,100,5.524,-0.038,3,621.507,321.807,28.2156,28.5607,30.0001,28.4863,28.455,40.8967,100,0,-999.9,1000,0,102.974,103.473
102,BH1_S_1624,1561741802,11542.8,20190628 13:10:02,13:10:02,,1561741794,0.001171359,21.40948344,1165.896413,320.8486103,30.77145136,111.8169866,0.042551439,2.328930849,0.042124204,0.026365655,316.967292,30.78573892,29.94846452,4.247854432,41.70227135,1.663143458,3.988136387,2.584710975,-51.65691257,-137.3005746,-13.03109988,114.9787049,0.018790555,-0.421391041,4.599415269,0,0,1,0,50392,1999.995161,1685.995941,0.84300001,0.188000033,9,0.5,0: Broadleaf,1561741794,1165.896452,1200.055484,17.34130968,15.61492903,600.0652903,95.70646129,0.199989194,28.85493548,29.94846452,999.9,9992.413871,747.9085806,8.326301935,1999.995161,0.899999581,0.100000416,30,41744.49032,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,1200.01975,0.670131332,0.081347634,1,1165.81425,2.29587242,0.222361052,0,15.6082475,0.181241651,0.017439997,1,17.341215,-0.003960225,0.000918844,1,3,4,4-Mar,100,100,5.524,-0.038,3,621.342,322.388,28.2679,28.5995,30.0003,28.5178,28.4864,47.4304,100,0,-999.9,1200,0,102.967,103.464
103,BH1_S_1624,1561741923,11663.4,20190628 13:12:02,13:12:02,,1561741915,0.000888426,22.34331598,1464.52125,298.4371477,28.62260008,140.4597463,0.031938985,2.329266988,0.031697665,0.01983257,316.9681602,30.90579294,30.01156452,4.263280622,41.5055702,1.658135429,3.994970846,2.605145193,-39.17956761,-141.5320297,-13.4369426,122.8196203,0.018794792,-0.421486056,4.600263351,0,0,1,0,50262,2000.000645,1686.00043,0.842999943,0.188000047,9,0.5,0: Broadleaf,1561741915,1464.52129,1499.983871,17.28875806,15.97930968,600.068871,95.70831935,0.199982613,28.88449677,30.01156452,999.9,9994.472903,748.9381935,8.629390645,2000.000645,0.899999097,0.100000806,30,41744.59032,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,1500.005,-0.505891182,0.15210194,1,1464.38675,3.1484803,0.308442762,0,15.9732675,0.160037899,0.015400461,1,17.2899475,-0.037829268,0.003730817,1,3,4,4-Mar,100,100,5.524,-0.038,3,620.985,323.187,28.3053,28.6315,30.0001,28.5482,28.5165,56.7792,100,0,-999.9,1500,0,102.965,103.458
104,BH1_S_1624,1561742043,11783.9,20190628 13:14:03,13:14:03,,1561742035,0.000663836,24.24699863,1961.666408,263.5918612,25.28146269,188.1461586,0.023656159,2.330512357,0.023523564,0.014714078,316.9682518,31.00647665,30.07351935,4.27847433,41.37040028,1.655579467,4.001845416,2.622894863,-29.27517621,-145.6614985,-13.82788721,128.2036898,0.018810493,-0.421838162,4.603405894,0,0,1,0,50059,2000.000645,1686.00055,0.843000003,0.188000088,9,0.5,0: Broadleaf,1561742035,1961.666452,1999.985806,17.26155161,16.2831,600.0701613,95.71138387,0.200009516,28.9141871,30.07351935,999.9,10002.50194,750.1523871,8.607147742,2000.000645,0.899998774,0.100001187,30,41744.57742,1561740367,12:46:06,8,5.524,-0.038,399,11,0.21,0.12,1999.95375,-0.133666609,0.143137827,1,1961.547,3.296628607,0.321140156,0,16.277585,0.144584631,0.013926531,1,17.2613725,0.008274249,0.000979538,1,3,4,4-Mar,100,100,5.524,-0.038,3,620.815,324.344,28.3281,28.6535,30.0002,28.5704,28.538,71.2668,100,0,-999.9,2000,0,102.963,103.45
105,BH1_S_1626,1561742432,12172.5,20190628 13:20:31,13:20:31,,1561742424,0.001315616,5.594928501,390.8175061,202.7939771,19.4521981,37.48760026,0.05146771,2.331424164,0.050844743,0.031833307,316.9681183,30.73446219,29.83418065,4.220039023,45.54743001,1.816162366,3.987409093,2.403876657,-58.01865145,-123.478754,-11.69992247,123.7707903,0.018821992,-0.422096044,4.605707186,26,4,1,0,50357,2000.000323,1686.000249,0.842999988,0.188000042,9,0.5,0: Broadleaf,1561742424,390.8175161,399.9801613,18.93394194,16.99809355,600.0652258,95.721,0.19998529,28.8517871,29.83418065,999.9,10007.61129,747.7638065,8.720722903,2000.000323,0.899999355,0.10000061,30,41744.58387,1561742165,13:16:05,9,5.589,0.11,400,17,0.36,0.14,399.984625,-0.077662289,0.034849453,1,390.86495,-0.98521576,0.095790122,1,16.9951525,0.064713321,0.00627212,1,18.92094,0.282105816,0.027146029,1,4,4,4-Apr,100,100,5.589,0.11,3,581.439,321.977,28.345,28.7296,30.0001,28.6542,28.6196,19.4244,100,0,-999.9,400,0,102.943,103.427
106,BH1_S_1626,1561742501,12241.5,20190628 13:21:40,13:21:40,,1561742493,0.001451877,3.891885662,293.515993,174.7536773,16.76269804,28.15460045,0.05768321,2.329583939,0.056901316,0.03563269,316.968172,30.66824827,29.80212258,4.212265019,46.25914077,1.841989983,3.981894069,2.370275036,-64.02779549,-122.3554832,-11.59942706,118.9854663,0.018798787,-0.421575655,4.601063072,26,4,1,0,50305,2000.001935,1686.001466,0.842999917,0.187999939,9,0.5,0: Broadleaf,1561742493,293.516,299.9923226,19.20302581,17.06727097,600.0676129,95.72187742,0.199984129,28.82789677,29.80212258,999.9,9995.181613,747.9457419,8.63374871,2000.001935,0.900000516,0.099999406,30,41744.61613,1561742165,13:16:05,9,5.589,0.11,400,17,0.36,0.14,299.9904,-0.072585366,0.035836294,1,293.56175,-0.97819137,0.096187512,1,17.06395,0.072038274,0.006938624,1,19.1926425,0.226172983,0.021760123,1,4,4,4-Apr,100,100,5.589,0.11,3,582.409,321.876,28.3356,28.7394,30.0001,28.6664,28.6317,15.4452,100,0,-999.9,300,0,102.943,103.427
107,BH1_S_1626,1561742568,12308.5,20190628 13:22:47,13:22:47,,1561742560,0.00160946,1.872127806,196.690416,142.8127488,13.69875264,18.8667565,0.064548306,2.330687065,0.06357138,0.039818654,316.9674634,30.68158777,29.84205806,4.221951191,46.80183802,1.870605808,3.996863984,2.351345384,-70.97718542,-119.2915778,-11.30948562,115.3892145,0.018812696,-0.421887568,4.603846805,25,4,1,0,50266,1999.995806,1685.996545,0.84300004,0.188000067,9,0.5,0: Broadleaf,1561742560,196.6904194,199.9730968,19.50150968,17.13466129,600.0662258,95.72109032,0.199986484,28.89267742,29.84205806,999.9,10002.65903,747.5743226,8.4401,1999.995806,0.899999226,0.100000794,30,41744.5129,1561742165,13:16:05,9,5.589,0.11,400,17,0.36,0.14,199.97705,0.016750469,0.017080618,1,196.741225,-0.997204503,0.100336805,1,17.131955,0.057892683,0.005579155,1,19.4886275,0.280109944,0.026950083,1,4,4,4-Apr,100,100,5.589,0.11,3,583.35,321.808,28.3458,28.7493,30.0002,28.6737,28.639,11.3012,100,0,-999.9,200,0,102.938,103.421
108,BH1_S_1626,1561742635,12375.5,20190628 13:23:54,13:23:54,,1561742627,0.001770047,-0.251367964,100.0974843,101.7419675,9.758942722,9.601206265,0.071803853,2.330496634,0.070597078,0.044229908,316.9675493,30.66218522,29.8596,4.226212042,47.40096562,1.898067659,4.004280575,2.328144383,-78.05905727,-117.4632682,-11.1397994,110.3054244,0.018810295,-0.421833715,4.603366214,24,4,1,0,50360,1999.997097,1685.99746,0.842999954,0.188000016,9,0.5,0: Broadleaf,1561742627,100.0974839,99.98620968,19.78832581,17.18607419,600.0643226,95.71856774,0.199989355,28.92469355,29.8596,999.9,10001.64581,747.4376129,8.49526,1999.997097,0.899999581,0.100000352,30,41744.52258,1561742165,13:16:05,9,5.589,0.11,400,17,0.36,0.14,99.985835,0.034243902,0.013487467,1,100.144125,-0.872611632,0.09044755,1,17.1837675,0.047796248,0.004632461,1,19.77753,0.235069418,0.022617319,1,4,4,4-Apr,100,100,5.589,0.11,3,584.517,321.603,28.3718,28.7634,30.0002,28.6884,28.6536,7.0041,100,0,-999.9,100,0,102.935,103.416
