obs,id,time,elapsed,date,hhmmss,rep name,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,CO2_r:MN,CO2_r:SLP,CO2_r:SD,CO2_r:OK,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,H2O_r:MN,H2O_r:SLP,H2O_r:SD,H2O_r:OK,H2O_s:MN,H2O_s:SLP,H2O_s:SD,H2O_s:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,MP1_S_1080,1562518050,681,20190707 12:47:29,12:47:29,,1562518042,0.001192918,19.70483217,1168.377966,807.3277956,77.97254601,112.8431415,0.094315841,2.34051005,0.092254154,0.057840327,316.9673111,25.84940732,25.01525333,3.182570306,65.96817785,1.966996198,2.981734924,1.215574108,-52.60769459,-137.4100558,-12.35246175,114.597099,0.018936755,-0.424669685,4.628660031,0,0,1,0,51456,1999.995667,1685.99636,0.843000007,0.187999997,9,0.5,0: Broadleaf,1562518042,1168.378,1200.024333,20.36628,18.61343333,600.0300333,96.38101333,0.200011667,23.92626667,25.01525333,999.9,9999.681,714.4894667,8.056432,1999.995667,0.900000067,0.099999943,25,41744.48667,1562517286,12:34:46,2,2.587,0.129,400,18,0.12,0.05,19.82335253,-1.510995473,0.232040713,-1,1200.036,-0.171332083,0.073613857,1,1168.30375,0.821876173,0.177181933,1,18.6088975,0.089150094,0.00858832,1,20.3608325,0.109932833,0.010590547,1,4,4,4-Apr,100,100,2.587,0.129,3,625.304,362.955,23.3447,23.9439,30.0003,23.8692,23.8427,47.5949,-30,-30,-999.9,1200,0,103.651,105.238
12,MP1_S_1080,1562518117,748.5,20190707 12:48:37,12:48:37,,1562518110,0.001206864,19.80901237,1467.677632,1101.587261,106.392271,141.7496025,0.095153856,2.340621674,0.093055906,0.058344581,316.9671817,25.91674041,25.08939667,3.196663987,66.03869248,1.977636853,2.994663853,1.219027135,-53.22271251,-137.68623,-12.38582168,113.6724175,0.018938167,-0.424701348,4.628942256,0,0,1,0,51484,1999.994333,1685.995332,0.843000054,0.188000035,9,0.5,0: Broadleaf,1562518110,1467.677667,1500.047,20.47648333,18.70331667,600.0207,96.38089667,0.1999869,23.99827333,25.08939667,999.9,10000.43867,714.9821333,8.662775667,1999.994333,0.899999733,0.10000032,25,41744.47,1562517286,12:34:46,2,2.587,0.129,400,18,0.12,0.05,19.91573426,-1.25472895,0.23672435,-1,1500.0475,0.111894934,0.041094404,1,1467.60825,0.584577861,0.215950081,1,18.699535,0.07740788,0.007456827,1,20.4719875,0.087326454,0.008433925,1,4,4,4-Apr,100,100,2.587,0.129,3,625.242,363.371,23.4079,23.998,30.0003,23.9201,23.8933,56.9132,-30,-30,-999.9,1500,0,103.646,105.231
13,MP1_S_1080,1562518184,815,20190707 12:49:43,12:49:43,,1562518176,0.001210349,20.93005908,1965.076297,1569.485933,151.579121,189.7847771,0.095105365,2.341006652,0.093009863,0.058315592,316.9670154,25.98293091,25.1593,3.210001618,66.08290068,1.987023872,3.006865395,1.222977746,-53.3763935,-137.9861139,-12.41936886,113.1851392,0.018943037,-0.424810557,4.629915663,0,0,1,0,51541,1999.994,1685.995047,0.843000053,0.187999968,9,0.5,0: Broadleaf,1562518176,1965.076333,2000.038,20.57411333,18.79599667,600.0182667,96.37884333,0.199990467,24.06598,25.1593,999.9,10003.22333,715.1054333,9.939454667,1999.994,0.900000667,0.099999417,25,41744.46,1562517286,12:34:46,2,2.587,0.129,400,18,0.12,0.05,21.03808011,-1.346755243,0.266977692,-1,2000.04525,-0.10097561,0.061481196,1,1965.03475,0.195084428,0.202533793,1,18.792,0.083221013,0.008050652,1,20.57016,0.079850657,0.007690442,1,4,4,4-Apr,100,100,2.587,0.129,3,625.297,364.156,23.4706,24.0537,30.0004,23.9742,23.9482,71.357,-30,-30,-999.9,2000,0,103.64,105.221
14,MP1_S_1106,1562524763,7393.9,20190707 14:39:22,14:39:22,,1562524755,0.000546262,4.008159377,393.6486596,248.5014536,23.98142643,37.98873703,0.046552688,2.339523237,0.046044133,0.028822812,316.9664057,26.17245913,25.00867,3.181321529,68.86293679,2.067542967,3.002403126,1.113778562,-24.09017068,-122.0195347,-10.97955064,159.8771497,0.018924276,-0.424389817,4.62616527,40,7,1,0,51402,1999.99,1685.991476,0.842999953,0.188000005,9,0.5,0: Broadleaf,1562524755,393.6486667,399.9832333,21.42439,20.62258,600.0213667,96.30417333,0.1999963,24.04124667,25.00867,999.9,10001.06433,718.4743333,4.162633,1999.99,0.899999733,0.100000203,25,41744.36667,1562524415,14:33:35,4,2.564,0.23,400,20,0.34,0.08,4.000377638,0.113427209,0.019661428,-1,399.9848,-0.002634146,0.022174535,1,393.657975,-0.193542214,0.023956719,1,20.621585,0.023678049,0.002327504,1,21.4223275,0.049698687,0.004792963,1,4,4,4-Apr,100,100,2.564,0.23,3,565.349,353.101,23.6032,24.8809,30.0002,24.8742,24.847,19.6121,-30,-30,-999.9,400,0,103.519,105.067
15,MP1_S_1106,1562524831,7461.9,20190707 14:40:30,14:40:30,,1562524823,0.000567681,2.723588284,295.6506286,198.675654,19.17282462,28.53121425,0.047709741,2.339686199,0.047175785,0.029532341,316.9656181,26.30141072,25.13969,3.206255111,68.60772549,2.076789409,3.027048913,1.129465702,-25.03471944,-121.3738027,-10.9354049,159.6216911,0.018926336,-0.424436029,4.626577224,38,6,1,0,51329,1999.985,1685.987363,0.843000004,0.187999996,9,0.5,0: Broadleaf,1562524823,295.6506333,299.9876333,21.52043333,20.68726333,600.0187,96.30314,0.200000833,24.17745333,25.13969,999.9,10002.26067,718.8750333,4.364947333,1999.985,0.900000067,0.09999994,25,41744.25667,1562524415,14:33:35,4,2.564,0.23,400,20,0.34,0.08,2.652680538,0.835358586,0.100637266,-1,299.9723,0.100795497,0.040624623,1,295.702,-0.907159475,0.09419156,1,20.6838625,0.069101313,0.006673293,1,21.5151375,0.105673171,0.010177811,1,4,4,4-Apr,100,100,2.564,0.23,3,567.027,352.849,23.7022,24.8969,30.0001,24.8827,24.856,15.6821,-30,-30,-999.9,300,0,103.516,105.066
16,MP1_S_1106,1562524900,7530.9,20190707 14:41:39,14:41:39,,1562524892,0.000604043,1.514489949,197.5337307,145.5479324,14.0456376,19.06236076,0.050310538,2.339692268,0.049717172,0.031125961,316.9655152,26.41302806,25.25991,3.229283465,68.50637098,2.089135644,3.049549427,1.140147821,-26.63827975,-120.9595456,-10.91144381,158.456246,0.018926413,-0.424437749,4.626592564,37,6,1,0,51317,1999.984667,1685.986904,0.842999915,0.187999986,9,0.5,0: Broadleaf,1562524892,197.5337333,199.9843667,21.64867,20.76225,600.0195333,96.30181667,0.1999843,24.30096,25.25991,999.9,10002.43867,719.1763333,4.57862,1999.984667,0.899999833,0.100000063,25,41744.24333,1562524415,14:33:35,4,2.564,0.23,400,20,0.34,0.08,1.452381188,0.784476439,0.091194124,-1,199.98405,-0.048135084,0.016013978,1,197.588325,-0.963500938,0.098904597,1,20.759115,0.065101689,0.006286635,1,21.6428175,0.119728705,0.011537502,1,4,4,4-Apr,100,100,2.564,0.23,3,568.734,352.482,23.8009,24.9223,30.0004,24.9036,24.8778,11.5834,-30,-30,-999.9,200,0,103.508,105.059
17,MP1_S_1106,1562524968,7598.9,20190707 14:42:47,14:42:47,,1562524960,0.000655602,0.235795069,99.52799959,90.61424283,8.74395335,9.604099293,0.05410074,2.33951844,0.053415209,0.033445374,316.9661062,26.53090949,25.39031,3.254425081,68.40541485,2.102933448,3.074220736,1.151491634,-28.91206903,-120.4321723,-10.8791823,156.7426826,0.018924215,-0.424388457,4.626153144,36,6,1,0,51306,1999.987333,1685.989335,0.843000007,0.188000066,9,0.5,0: Broadleaf,1562524960,99.528,99.97955667,21.79285667,20.83091,600.0161333,96.29646667,0.199989933,24.43547,25.39031,999.9,10001.83267,719.5150667,4.447969333,1999.987333,0.8999991,0.100000877,25,41744.27667,1562524415,14:33:35,4,2.564,0.23,400,20,0.34,0.08,0.170852354,0.89400746,0.102286804,-1,99.9826575,0.006550469,0.013180286,1,99.5840275,-0.995082552,0.101448598,1,20.827845,0.061607505,0.005936158,1,21.7861075,0.135213884,0.013019838,1,4,4,4-Apr,100,100,2.564,0.23,3,570.054,352.162,23.9014,24.9569,30.0002,24.9284,24.901,7.33884,-30,-30,-999.9,100,0,103.501,105.055
18,MP1_S_1106,1562525031,7662.4,20190707 14:43:51,14:43:51,,1562525023,0.000704421,-0.477034436,50.65322084,62.86379533,6.066021089,4.887765751,0.057942963,2.339000464,0.057157193,0.035792956,316.9659756,26.59952453,25.48166,3.272139416,68.48900777,2.116115857,3.089716037,1.156023559,-31.06496176,-121.3323447,-10.97260851,153.5960606,0.018917666,-0.424241589,4.624843833,35,6,1,0,51277,1999.987333,1685.98932,0.842999999,0.18799999,9,0.5,0: Broadleaf,1562525023,50.65322,49.99121333,21.92987333,20.89645,600.0210333,96.29464,0.200028467,24.51947,25.48166,999.9,9998.561,720.1144667,4.514303667,1999.987333,0.900000133,0.09999987,25,41744.32,1562524415,14:33:35,4,2.564,0.23,400,20,0.34,0.08,-0.540527187,0.853893883,0.096687332,-1,49.990695,0.045334334,0.013408802,1,50.7058525,-0.949394747,0.09555714,1,20.8932,0.062825516,0.006063167,1,21.9233225,0.127216886,0.012259965,1,4,4,4-Apr,100,100,2.564,0.23,3,571.295,352.03,23.9904,24.9824,30.0002,24.9493,24.9212,5.21146,-30,-30,-999.9,50,0,103.497,105.05
19,MP1_S_1106,1562525106,7737.4,20190707 14:45:06,14:45:06,,1562525098,0.000758974,4.942407494,392.141758,258.8247849,24.9747557,37.83889789,0.06307894,2.339479077,0.06214909,0.038925582,316.9670243,26.61631557,25.50194,3.276083463,68.81826417,2.130711969,3.096143145,1.145371494,-33.47075204,-119.534231,-10.81077804,153.1512632,0.018923717,-0.424377295,4.626053641,34,6,1,0,51417,1999.994,1685.994913,0.842999985,0.187999989,9,0.5,0: Broadleaf,1562525098,392.1417667,400.0015667,22.08154,20.96825333,600.0190333,96.29291667,0.199989567,24.55420333,25.50194,999.9,10001.93833,720.3255333,4.670923667,1999.994,0.9000001,0.099999887,25.17500333,41744.44,1562524415,14:33:35,4,2.564,0.23,400,20,0.34,0.08,5.008664636,-0.908895969,0.103804752,-1,400.00525,-0.119500458,0.02754519,1,392.091925,0.900268412,0.092244617,1,20.9658075,0.052769457,0.005127981,1,22.0761875,0.110647027,0.010669048,1,4,4,4-Apr,100,100,2.564,0.23,3,572.215,352.499,24.0634,25.0018,30.0002,24.9671,24.9385,19.6425,-30,-30,-999.9,400,0,103.493,105.048
20,MP1_S_1106,1562525167,7797.9,20190707 14:46:06,14:46:06,,1562525159,0.000794705,4.99837764,392.0296579,263.4877277,25.42375145,37.82667478,0.066340536,2.339429563,0.065312864,0.040911546,316.9666829,26.64636361,25.52624333,3.280815437,68.93846504,2.139743604,3.10384573,1.141071833,-35.04648947,-117.357335,-10.6176394,153.9452191,0.018923091,-0.424363255,4.625928476,34,6,1,0,51208,1999.992,1685.993317,0.84300003,0.187999964,9,0.5,0: Broadleaf,1562525159,392.0296667,399.9943333,22.17596333,21.01037333,600.0167,96.28932333,0.199995833,24.59574667,25.52624333,999.9,10001.98067,720.6049,4.508971333,1999.992,0.900000633,0.099999423,25.75555333,41744.43667,1562524415,14:33:35,4,2.564,0.23,400,20,0.34,0.08,4.994797537,0.059520428,0.020668961,-1,399.987675,0.073810536,0.02589632,1,392.028375,-0.036240964,0.016780476,1,21.0080175,0.044949275,0.004362103,1,22.1719175,0.082895041,0.008003714,1,4,4,4-Apr,100,100,2.564,0.23,3,572.846,352.453,24.1115,25.0124,30.0001,24.9765,24.9468,19.6439,-30,-30,-999.9,400,0,103.491,105.046
21,MP1_S_1106,1562525243,7874.4,20190707 14:47:23,14:47:23,,1562525235,0.000822975,7.709726412,587.7307865,395.4618645,38.15608581,56.70712738,0.06846405,2.338231593,0.06736957,0.042202858,316.9671891,26.70311121,25.59702333,3.294630672,68.97595188,2.149238386,3.115924214,1.145392286,-36.29321411,-118.0304806,-10.69131234,151.9521821,0.018907946,-0.424023624,4.622900554,33,5,1,0,51448,1999.994667,1685.995528,0.843000012,0.188000018,9,0.5,0: Broadleaf,1562525235,587.7308,600.0206,22.27539333,21.06846,600.0157,96.28487667,0.199991367,24.66071,25.59702333,999.9,9994.437333,720.5276667,4.763828667,1999.994667,0.8999998,0.100000207,26,41744.47,1562524415,14:33:35,4,2.564,0.23,400,20,0.34,0.08,7.758341003,-0.69896671,0.0754379,-1,600.014175,0.047290807,0.017591031,1,587.67865,0.984292683,0.098308837,1,21.0663825,0.042194747,0.004102614,1,22.27203,0.064153846,0.006236554,1,4,4,4-Apr,100,100,2.564,0.23,3,573.721,352.514,24.167,25.0206,30.0001,24.9849,24.9565,27.1264,-30,-30,-999.9,600,0,103.49,105.045
22,MP1_S_1106,1562525323,7953.9,20190707 14:48:42,14:48:42,,1562525315,0.000813123,9.40415758,784.9551168,544.2863986,52.51460883,75.73514791,0.067013146,2.338700656,0.065964386,0.041320601,316.9670071,26.78916631,25.66874333,3.308681193,68.75382923,2.153021549,3.13149329,1.155659644,-35.85873184,-116.5798156,-10.56603399,153.9624257,0.018913876,-0.424156591,4.624086053,32,5,1,0,51346,1999.992667,1685.99394,0.843000061,0.188000087,9,0.5,0: Broadleaf,1562525315,784.9551333,800.0181667,22.31494,21.12252,600.0239333,96.28342333,0.199988633,24.74412333,25.66874333,999.9,9997.722333,720.7011,4.45413,1999.992667,0.899999033,0.100001003,26,41744.42,1562524415,14:33:35,4,2.564,0.23,400,20,0.34,0.08,9.454559592,-0.676663207,0.077198468,-1,800.00745,0.112187617,0.048838484,1,784.8992,0.984247655,0.099902252,1,21.120195,0.046712195,0.004534201,1,22.31471,0.004471295,0.00055848,1,4,4,4-Apr,100,100,2.564,0.23,3,574.567,352.818,24.2359,25.0481,30.0003,25.0107,24.9828,34.1973,-30,-30,-999.9,800,0,103.484,105.038
