obs,id,time,elapsed,date,hhmmss,rep name,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,CO2_r:MN,CO2_r:SLP,CO2_r:SD,CO2_r:OK,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,H2O_r:MN,H2O_r:SLP,H2O_r:SD,H2O_r:OK,H2O_s:MN,H2O_s:SLP,H2O_s:SD,H2O_s:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
12,MP1_NO3_1154,1561559781,2800.8,20190626 09:36:20,9:36:20,,1561559773,0.001235138,10.45305002,1182.139014,943.6037284,90.98235666,113.9819504,0.080206412,2.338795548,0.078709085,0.049325379,316.967679,27.1666038,26.12203226,3.398701101,59.6931547,1.927423608,3.228885485,1.471277493,-54.46960316,-108.9654261,-9.923625057,143.6090246,0.018915075,-0.424183493,4.624325893,7,1,1,0,50943,1999.997419,1685.997893,0.843000034,0.188000045,9,0.5,0: Broadleaf,1561559773,1182.139032,1200.007419,19.98985484,18.17431935,600.0451935,96.22009677,0.199993484,25.25783871,26.12203226,999.9,10004.93677,710.2322258,3.641360323,1999.997419,0.899999516,0.100000506,27,41744.51613,1561559016,9:23:36,1,2.599,0.107,400,17,0.26,0.04,1200.011,-0.418115397,0.087057452,1,1182.08775,0.809244661,0.105817945,1,18.17895,-0.069821478,0.010380487,1,19.9935025,-0.081979754,0.007990009,1,4,4,4-Apr,100,100,2.599,0.107,3,602.302,355.272,24.7107,25.0783,30,25.0228,24.9943,47.6421,28.4907,64.6494,-999.9,1200,18.2628,103.459,104.876
13,MP1_NO3_1154,1561559853,2872.8,20190626 09:37:32,9:37:32,,1561559845,0.001198513,10.84212215,1481.117723,1220.299693,117.6596767,142.8074049,0.077649484,2.336149594,0.076243642,0.047776466,316.9678595,27.20069531,26.14717097,3.403755466,59.70122226,1.930023456,3.232803925,1.47373201,-52.85440682,-109.4410053,-9.980506904,144.6919405,0.018881639,-0.423433663,4.617639804,7,1,1,0,51012,1999.99871,1685.998663,0.842999875,0.188000066,9,0.5,0: Broadleaf,1561559845,1481.117742,1500.042258,20.0171129,18.25545806,600.0435806,96.21867097,0.200001677,25.27822258,26.14717097,999.9,9987.399032,710.4251935,3.573427742,1999.99871,0.899998548,0.100001258,27,41744.53548,1561559016,9:23:36,1,2.599,0.107,400,17,0.26,0.04,1500.065,-0.492124746,0.070639932,1,1481.05125,0.975961137,0.129714831,1,18.2549125,0.002515373,0.002163468,1,20.02103,-0.071009786,0.007242658,1,4,4,4-Apr,100,100,2.599,0.107,3,602.312,355.842,24.7253,25.0902,30.0002,25.0352,25.0057,56.9872,28.2204,63.9021,-999.9,1500,18.2686,103.456,104.873
14,MP1_NO3_1154,1561559938,2958.3,20190626 09:38:58,9:38:58,,1561559930,0.001148788,11.44116847,1979.415141,1683.185369,162.2906247,190.8527282,0.07426348,2.337450816,0.07297718,0.045724451,316.9677391,27.21966045,26.15635484,3.405603603,59.68007957,1.929799143,3.233573342,1.47580446,-50.66153754,-110.1552174,-10.0407124,146.1102717,0.018898079,-0.423802337,4.620927467,7,1,1,0,51097,1999.998065,1685.998429,0.84300003,0.18800002,9,0.5,0: Broadleaf,1561559930,1979.415161,1999.986129,20.01477097,18.32621613,600.0489032,96.21875161,0.199995645,25.28222258,26.15635484,999.9,9996.086452,710.6463226,4.289005161,1999.998065,0.899999839,0.10000019,27,41744.54194,1561559016,9:23:36,1,2.599,0.107,400,17,0.26,0.04,1999.95525,0.024511811,0.145327002,1,1979.386,0.883295307,0.09984488,1,18.3253225,0.015671161,0.002901507,1,20.014165,0.013518001,0.001472167,1,4,4,4-Apr,100,100,2.599,0.107,3,602.324,356.754,24.7382,25.1029,30.0002,25.0479,25.0177,71.4685,27.6647,62.7871,-999.9,2000,18.3345,103.455,104.871
15,MP1_NO3_1112,1561560789,3808.9,20190626 09:53:08,9:53:08,,1561560781,0.000383174,1.220160506,397.9338688,312.6768749,30.14303634,38.36207929,0.025585931,2.337876004,0.025431382,0.015908421,316.9669709,27.62118448,25.98076774,3.370420319,59.99305082,1.958059661,3.263810782,1.412360658,-16.89795878,-68.31385414,-6.225111655,225.5300464,0.018903452,-0.423922837,4.622001917,0,0,1,0,51028,1999.993871,1685.994764,0.842999965,0.187999974,9,0.5,0: Broadleaf,1561560781,397.933871,399.9926774,20.31115806,19.7481129,600.044,96.20316129,0.199990839,25.43876452,25.98076774,999.9,10000.54903,710.2087419,3.938000968,1999.993871,0.900000226,0.099999742,27,41744.44839,1561560706,9:51:46,2,2.774,0.189,400,19,0.31,0.18,399.9926,0.076592871,0.072115463,1,397.938375,-0.015658537,0.017847531,1,19.74626,0.051345591,0.005447008,1,20.306305,0.10475122,0.010114394,1,4,4,4-Apr,100,100,2.774,0.189,3,626.662,353.146,24.8592,25.3332,30.0001,25.2715,25.2427,19.6429,23.5318,63.1715,-999.9,400,19.6803,103.4,104.808
16,MP1_NO3_1112,1561560858,3878.4,20190626 09:54:18,9:54:18,,1561560850,0.000441006,0.699057692,298.7423536,253.6189436,24.44907114,28.79900433,0.029279439,2.338055342,0.029077255,0.018191333,316.9677825,27.64035897,26.02165161,3.378583949,59.82446153,1.956963461,3.271176055,1.421620488,-19.4483601,-68.69032981,-6.261415708,222.5676769,0.018905719,-0.423973667,4.622455128,0,0,1,0,51222,1999.99871,1685.99876,0.842999924,0.188000009,9,0.5,0: Broadleaf,1561560850,298.7423548,299.9884516,20.30028065,19.65225806,600.0531935,96.20081935,0.199988839,25.47670323,26.02165161,999.9,10001.99161,710.8061935,4.299681613,1999.99871,0.899999548,0.100000348,27,41744.53871,1561560706,9:51:46,2,2.774,0.189,400,19,0.31,0.18,299.987925,-0.25553385,0.079685754,1,298.794,-0.950003178,0.096979895,1,19.6521,0.000575539,0.002418987,1,20.2989075,0.033681574,0.003347416,1,4,4,4-Apr,100,100,2.774,0.189,3,626.698,352.647,24.8823,25.3606,30.0004,25.2994,25.2715,15.664,24.0876,63.1715,-999.9,300,19.6562,103.398,104.802
17,MP1_NO3_1112,1561560926,3946.4,20190626 09:55:26,9:55:26,,1561560918,0.000498472,0.212443276,199.5198061,184.4359277,17.7792312,19.233285,0.032904121,2.337581759,0.032648962,0.020428361,316.9668939,27.68747454,26.12166452,3.398627212,59.92380356,1.967826695,3.283881492,1.430800517,-21.98262688,-73.05472381,-6.666127665,215.2634155,0.018899734,-0.423839445,4.62125835,0,0,1,0,51111,1999.993226,1685.994198,0.842999954,0.187999991,9,0.5,0: Broadleaf,1561560918,199.5198065,199.9876129,20.41359032,19.68120968,600.0527097,96.19787742,0.199995935,25.54197419,26.12166452,999.9,9999.130968,710.9735806,3.582770968,1999.993226,0.899999935,0.10000001,27.08735161,41744.46129,1561560706,9:51:46,2,2.774,0.189,400,19,0.31,0.18,199.97975,-0.21804878,0.086442105,1,199.567225,-0.926217636,0.096052456,1,19.681045,0.008226642,0.001961116,1,20.409385,0.09550469,0.009236654,1,4,4,4-Apr,100,100,2.774,0.189,3,626.894,352.527,24.9205,25.3918,30.0003,25.3291,25.3013,11.5205,24.0876,63.1715,-999.9,200,19.665,103.392,104.796
18,MP1_NO3_1112,1561560995,4015.4,20190626 09:56:35,9:56:35,,1561560987,0.000573638,-0.426318733,100.5241298,116.1358222,11.19504786,9.690140585,0.037608861,2.338231297,0.037276009,0.023327166,316.9671372,27.74545047,26.20272258,3.414947907,59.7859895,1.972970779,3.300055408,1.441977128,-25.29743913,-72.85909697,-6.65189733,212.1587038,0.018907943,-0.42402354,4.622899807,0,0,1,0,51077,1999.994516,1685.995347,0.842999985,0.188000007,9,0.5,0: Broadleaf,1561560987,100.524129,99.97119677,20.46731613,19.62454516,600.0533226,96.19615806,0.200006774,25.62474516,26.20272258,999.9,10003.6529,711.7029677,3.586327419,1999.994516,0.899999839,0.100000139,27.87769032,41744.47097,1561560706,9:51:46,2,2.774,0.189,400,19,0.31,0.18,99.9722775,-0.025078761,0.048298848,1,100.570175,-0.874774994,0.090915589,1,19.624695,-0.001164605,0.003728736,1,20.4674325,0.011421245,0.002890362,1,4,4,4-Apr,100,100,2.774,0.189,3,626.893,352.144,24.9688,25.4236,30.0003,25.3605,25.3328,7.22956,24.635,63.1715,-999.9,100,19.6024,103.386,104.79
19,MP1_NO3_1112,1561561057,4077.4,20190626 09:57:37,9:57:37,,1561561049,0.000632077,-0.873841892,51.25689186,82.88508707,7.989752066,4.940935361,0.042423921,2.337894121,0.042000839,0.026288185,316.9677269,27.73113212,26.08730968,3.391730592,60.02938784,1.981490387,3.300867222,1.410240205,-27.87460432,-57.77942663,-5.27296569,226.0407302,0.018903681,-0.423927972,4.6220477,0,0,1,0,51148,1999.998387,1685.998592,0.842999976,0.187999995,9,0.5,0: Broadleaf,1561561049,51.25689032,49.99483548,20.55583226,19.6272871,600.0525484,96.19554839,0.199983645,25.62889032,26.08730968,999.9,10001.46161,712.4221613,3.983600323,1999.998387,0.899999968,0.100000003,27.76343548,41744.52903,1561560706,9:51:46,2,2.774,0.189,400,19,0.31,0.18,49.9888275,-0.167988979,0.093200496,1,51.3087175,-0.946859481,0.100008119,1,19.633135,-0.200338183,0.025566438,1,20.552775,0.051707416,0.007452542,1,4,4,4-Apr,100,100,2.774,0.189,3,626.928,351.807,25.0088,25.4537,30.0003,25.3883,25.3598,5.07712,24.9197,63.1715,-999.9,50,19.5611,103.38,104.783
20,MP1_NO3_1112,1561561133,4153.4,20190626 09:58:53,9:58:53,,1561561125,0.000671315,2.005563667,396.6301255,315.0146377,30.36592786,38.23327661,0.044397176,2.338753835,0.043934222,0.027500081,316.9669217,27.76866612,26.19673226,3.413739444,59.86503098,1.982043294,3.3108532,1.43169615,-29.60498496,-65.17757078,-5.950723038,216.2336429,0.018914548,-0.424171667,4.624220461,0,0,1,0,51150,1999.993226,1685.994191,0.842999951,0.188000008,9,0.5,0: Broadleaf,1561561125,396.630129,400.0375484,20.56161935,19.57544516,600.0566452,96.19530645,0.199985161,25.67980645,26.19673226,999.9,10007.23613,712.6142258,3.584992903,1999.993226,0.899999677,0.100000255,28,41744.42581,1561560706,9:51:46,2,2.774,0.189,400,19,0.31,0.18,400.0344,-0.192312453,0.050563722,1,396.5804,0.845436434,0.094375526,1,19.574965,0.007633744,0.002280959,1,20.5588175,0.054589791,0.005384138,1,4,4,4-Apr,100,100,2.774,0.189,3,626.946,352.224,25.0432,25.486,30.0004,25.4213,25.3926,19.6388,24.9197,62.8004,-999.9,400,19.5387,103.379,104.779
21,MP1_NO3_1112,1561561194,4214,20190626 09:59:53,9:59:53,,1561561186,0.000679613,1.885291912,396.8244483,320.0449062,30.8502192,38.25126092,0.044767733,2.336441042,0.044296602,0.027727292,316.9675509,27.79547408,26.23372903,3.421208998,59.81917451,1.983771982,3.316281106,1.437437016,-29.97093825,-66.29431716,-6.060638358,214.6416571,0.018885321,-0.423516226,4.618376107,0,0,1,0,51140,1999.998065,1685.998273,0.842999952,0.187999926,9,0.5,0: Broadleaf,1561561186,396.8244516,400.0566129,20.57995484,19.58160968,600.0570323,96.19341935,0.199988581,25.70742581,26.23372903,999.9,9991.96871,712.387871,3.355531935,1999.998065,0.900000839,0.099999135,28,41744.55484,1561560706,9:51:46,2,2.774,0.189,400,19,0.31,0.18,400.04335,0.43957309,0.079360428,1,396.81675,0.136357224,0.021162171,1,19.5858875,-0.168347353,0.018275765,1,20.5821575,-0.093757239,0.010241115,1,4,4,4-Apr,100,100,2.774,0.189,3,626.984,352.036,25.0772,25.5113,30.0001,25.4445,25.4157,19.6301,25.1941,62.8004,-999.9,400,19.5538,103.373,104.774
22,MP1_NO3_1112,1561561268,4288.1,20190626 10:01:07,10:01:07,,1561561260,0.000587754,3.037483581,594.9287366,455.5839571,43.91448875,57.34616179,0.038724707,2.337982537,0.038371873,0.024013854,316.9674924,27.82250465,26.22877419,3.420207802,59.86469103,1.985144339,3.316052092,1.435063463,-25.91995381,-65.86030322,-6.016806146,219.1704292,0.018904799,-0.423953031,4.622271138,0,0,1,0,51171,1999.996452,1685.997054,0.843000023,0.188000027,9,0.5,0: Broadleaf,1561561260,594.9287419,600.009,20.59456774,19.73117419,600.0560968,96.19163871,0.20001,25.70626129,26.22877419,999.9,10002.45935,712.4660968,3.582992581,1999.996452,0.89999971,0.100000306,28,41744.52581,1561560706,9:51:46,2,2.774,0.189,400,19,0.31,0.18,600.0159,-0.284983114,0.084980233,1,594.8712,0.967159475,0.1088775,1,19.7265575,0.066739587,0.009154613,1,20.5849025,0.182173734,0.018721465,1,4,4,4-Apr,100,100,2.774,0.189,3,627.064,352.569,25.1033,25.5339,30.0003,25.4694,25.4412,27.1804,24.3437,62.4293,-999.9,600,19.6891,103.371,104.77
23,MP1_NO3_1112,1561561342,4362.1,20190626 10:02:21,10:02:21,,1561561334,0.00050868,3.884735792,793.5934448,587.98334,56.67542051,76.49407583,0.033186869,2.337349724,0.032927299,0.020602714,316.968237,27.84932436,26.24018065,3.422513023,59.55924508,1.975124409,3.316234794,1.447388614,-22.43279841,-67.16274925,-6.137835082,221.2348542,0.018896801,-0.42377369,4.620672021,0,0,1,0,51080,2000.001613,1686.001265,0.842999952,0.188,9,0.5,0: Broadleaf,1561561334,793.5934516,800.0255161,20.49107419,19.74375484,600.0529032,96.18951935,0.199981258,25.70719032,26.24018065,999.9,9998.448387,712.6772903,3.56938,2000.001613,0.899999806,0.100000132,28,41744.59355,1561560706,9:51:46,2,2.774,0.189,400,19,0.31,0.18,800.01535,-0.001958724,0.069493003,1,793.544625,0.896093809,0.096446277,1,19.734865,0.22916848,0.023626453,1,20.49467,-0.059813133,0.007433613,1,4,4,4-Apr,100,100,2.774,0.189,3,626.601,352.878,25.1268,25.559,30.0001,25.4951,25.4667,34.289,24.0488,62.4293,-999.9,800,19.8815,103.368,104.764
