obs,id,time,elapsed,date,hhmmss,rep name,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,CO2_r:MN,CO2_r:SLP,CO2_r:SD,CO2_r:OK,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,H2O_r:MN,H2O_r:SLP,H2O_r:SD,H2O_r:OK,H2O_s:MN,H2O_s:SLP,H2O_s:SD,H2O_s:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
82,BH1_AS_1509,1561656343,10377.3,20190627 13:25:42,13:25:42,,1561656335,0.004565798,25.46106815,955.2870191,619.597372,59.43726883,91.63959361,0.142511625,2.330143968,0.137840504,0.086557242,316.9683508,28.6483533,27.81914839,3.755014111,17.33489198,0.650450857,3.752263688,3.104563254,-201.3516939,-1.576767773,-0.147226314,113.8926628,0.018805848,-0.421733992,4.602476232,15,2,1,0,50500,2000.002581,1686.002087,0.842999956,0.187999975,9,0.5,0: Broadleaf,1561656335,955.2870645,1000.013581,6.780554516,-0.020555352,600.1013871,95.72887097,0.199987871,27.80659677,27.81914839,999.9,9998.205161,733.3913548,14.06482581,2000.002581,0.900000161,0.099999794,29,41744.64194,1561655533,13:12:13,9,5.648,-0.011,400,0,0.4,0.03,999.9924634,0.375972125,0.085144955,1,955.2327317,0.995749129,0.109952323,1,-0.020592793,0.000276284,0.000270198,1,6.791851707,-0.227867456,0.022489619,1,4,4,4-Apr,100,100,5.648,-0.011,3,595.975,309.279,27.4367,27.5166,30,27.4582,27.424,40.3637,100,0,-999.9,1000,0,103.129,103.685
83,BH1_AS_1509,1561656419,10453.3,20190627 13:26:58,13:26:58,,1561656411,0.004351767,27.15144545,1151.767693,769.376705,73.80655036,110.4894387,0.134693778,2.330861927,0.130514247,0.081936116,316.9682892,28.65016442,27.77805484,3.746015863,16.59266745,0.62018024,3.737676546,3.125835624,-191.9129408,-4.795402245,-0.447378891,119.8125672,0.018814901,-0.42193702,4.604288121,15,2,1,0,50424,2000.002258,1686.001958,0.843000027,0.187999953,9,0.5,0: Broadleaf,1561656411,1151.767742,1200.004516,6.464903548,-0.019373071,600.1086129,95.73031613,0.199999774,27.73989355,27.77805484,999.9,10002.86742,733.6883226,12.39567097,2000.002258,0.900000774,0.099999284,29,41744.64516,1561655533,13:12:13,9,5.648,-0.011,400,0,0.4,0.03,1200.027317,-0.22710118,0.073452304,1,1151.712683,0.964475253,0.105276046,1,-0.019293102,-0.000586866,0.000292719,1,6.47732878,-0.250796914,0.024752282,1,4,4,4-Apr,100,100,5.648,-0.011,3,595.833,309.598,27.3958,27.4872,29.9999,27.4274,27.3937,46.8231,100,0,-999.9,1200,0,103.135,103.692
84,BH1_AS_1509,1561656497,10531.8,20190627 13:28:17,13:28:17,,1561656489,0.004121669,29.07642269,1447.480271,1002.81258,96.20089579,138.8583485,0.12594188,2.330899593,0.122279953,0.076745111,316.9679326,28.72877278,27.78755484,3.748094403,15.717519,0.587633641,3.738717546,3.160460762,-181.7656235,-5.390151652,-0.502892683,129.3092647,0.018815376,-0.421947673,4.604383183,15,2,1,0,50654,1999.999355,1685.999351,0.842999947,0.188000032,9,0.5,0: Broadleaf,1561656489,1447.480323,1500.034516,6.12558129,-0.017941681,600.1083871,95.73109677,0.199985161,27.74466129,27.78755484,999.9,10003.03839,733.5187419,12.23907419,1999.999355,0.899999323,0.100000594,29,41744.54194,1561655533,13:12:13,9,5.648,-0.011,400,0,0.4,0.03,1500.024634,-0.01781039,0.09334169,1,1447.412195,0.944043549,0.119868062,1,-0.017845683,-0.001897271,0.000257198,1,6.13982561,-0.280162367,0.027621252,1,4,4,4-Apr,100,100,5.648,-0.011,3,595.455,310.067,27.3634,27.4569,30,27.3959,27.3638,56.0577,100,0,-999.9,1500,0,103.139,103.699
85,BH1_AS_1509,1561656581,10615.3,20190627 13:29:40,13:29:40,,1561656573,0.00385098,31.4877334,1941.591557,1403.940447,134.6803614,186.2573681,0.115531263,2.33081373,0.112441612,0.070546718,316.967508,28.85892422,27.84656129,3.761027191,14.65653059,0.549352605,3.748176295,3.211674586,-169.8282081,-7.367660936,-0.687767207,139.0838718,0.018814293,-0.421923389,4.604166479,15,2,1,0,50389,1999.997097,1685.997296,0.842999872,0.18800001,9,0.5,0: Broadleaf,1561656573,1941.591613,2000.028387,5.726583548,-0.015787561,600.1064839,95.73026129,0.199991097,27.78792903,27.84656129,999.9,10002.55,733.2082258,13.88754839,1999.997097,0.899999323,0.100000506,29,41744.49677,1561655533,13:12:13,9,5.648,-0.011,400,0,0.4,0.03,2000.016829,-0.067944251,0.16269737,1,1941.530244,0.922369338,0.121001669,1,-0.015826807,0.000200178,0.000186204,1,5.742067317,-0.314044181,0.030979529,1,4,4,4-Apr,100,100,5.648,-0.011,3,595.35,310.926,27.3519,27.4425,30,27.3774,27.3453,70.369,100,0,-999.9,2000,0,103.142,103.701
86,BH1_AS_1514,1561657088,11122.8,20190627 13:38:08,13:38:08,,1561657080,0.002275117,6.622222365,388.7328591,194.592489,18.66592275,37.28847685,0.060790098,2.329771163,0.05992246,0.03752846,316.9688557,29.23524923,28.40596452,3.885582217,8.697041887,0.323507693,3.719743993,3.562074524,-100.3326525,-93.99897716,-8.797489334,113.8397367,0.018801147,-0.421628586,4.601535491,0,0,1,0,50431,2000.005161,1686.00427,0.842999959,0.188000031,9,0.5,0: Broadleaf,1561657080,388.732871,399.990871,3.372571935,-0.028004029,600.1040645,95.72313871,0.200002258,27.65758065,28.40596452,999.9,9996.304839,733.1417742,9.067233548,2000.005161,0.899999387,0.100000545,29,41744.67419,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,399.9963902,-0.161901277,0.035900186,1,388.7998293,-1.403297588,0.139531778,0,-0.027993815,-0.001137888,0.000349283,1,3.347700976,0.497633627,0.049100417,1,3,4,4-Mar,100,100,6.045,-0.018,3,615.367,307.491,27.2311,27.4972,30,27.4261,27.3914,19.1942,100,0,-999.9,400,0,103.119,103.681
87,BH1_AS_1514,1561657164,11198.9,20190627 13:39:24,13:39:24,,1561657156,0.002664392,4.832919416,291.5786043,170.6264078,16.3664405,27.96814361,0.07315221,2.329868333,0.071899781,0.045048103,316.9694974,29.0234406,28.26992258,3.854965081,10.23837997,0.378912766,3.700905486,3.476052315,-117.499674,-87.82339607,-8.210039117,103.4363883,0.018802373,-0.421656059,4.601780686,0,0,1,0,50348,2000.009355,1686.00792,0.843000017,0.188000005,9,0.5,0: Broadleaf,1561657156,291.5786129,299.9917419,3.950310645,-0.029746626,600.1119355,95.71973548,0.200003484,27.57073548,28.26992258,999.9,9997.311613,733.335871,11.5282129,2000.009355,0.9,0.100000019,28.97714839,41744.78387,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,299.9936585,-0.063094077,0.018214989,1,291.6261463,-0.961463415,0.096130389,1,-0.029774254,-0.000264504,0.000192949,1,3.92984561,0.407562857,0.040188798,1,4,4,4-Apr,100,100,6.045,-0.018,3,615.939,307.363,27.1861,27.4802,30,27.4145,27.3798,15.2751,100,0,-999.9,300,0,103.12,103.683
88,BH1_AS_1514,1561657233,11267.9,20190627 13:40:33,13:40:33,,1561657225,0.00295655,2.479382878,195.4068988,137.0476607,13.14524161,18.74290217,0.082824895,2.330571518,0.081223741,0.050906117,316.968696,28.83988437,28.17796129,3.834387992,11.41975783,0.420428671,3.681590071,3.413959321,-130.383875,-87.53376133,-8.173098945,90.87796066,0.018811239,-0.421854892,4.603555196,0,0,1,0,50457,2000.004516,1686.003762,0.842999978,0.187999993,9,0.5,0: Broadleaf,1561657225,195.4069032,199.9917742,4.38324129,-0.031376245,600.1045484,95.71730968,0.199990484,27.48129032,28.17796129,999.9,10002.27935,733.0351613,10.23227097,2000.004516,0.9,0.099999974,28,41744.6871,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,199.9831951,0.089811847,0.021105102,1,195.4588537,-0.995163763,0.100364594,1,-0.031351139,-0.000853802,0.000180048,1,4.36616122,0.340554355,0.033583324,1,4,4,4-Apr,100,100,6.045,-0.018,3,616.201,307.287,27.1279,27.4564,29.9999,27.3959,27.3628,11.1918,100,0,-999.9,200,0,103.123,103.688
89,BH1_AS_1514,1561657300,11334.9,20190627 13:41:40,13:41:40,,1561657292,0.003197526,-0.236339357,99.86390687,98.41849826,9.440132203,9.578773299,0.090950858,2.329427153,0.089023127,0.05580925,316.9681874,28.73345799,28.1267129,3.822962377,12.36932231,0.454598118,3.675206339,3.36836426,-141.0108768,-84.77856929,-7.916538267,83.26220301,0.018796811,-0.421531332,4.60066747,0,0,1,0,50415,2000.000323,1686.000309,0.843000019,0.188000077,9,0.5,0: Broadleaf,1561657292,99.86390645,99.98835161,4.739431935,-0.033285123,600.1055484,95.71824516,0.200026,27.45163871,28.1267129,999.9,9994.51,732.2444194,11.54432581,2000.000323,0.899999,0.100000987,28.24194194,41744.60645,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,99.98252683,0.098834843,0.017946289,1,99.91324634,-0.888089895,0.094081724,1,-0.033269005,-0.000555679,0.000232257,1,4.724671951,0.293526481,0.028948486,1,4,4,4-Apr,100,100,6.045,-0.018,3,616.744,307.038,27.0873,27.4336,30,27.3781,27.3453,6.97053,100,0,-999.9,100,0,103.125,103.692
90,BH1_AS_1514,1561657362,11396.9,20190627 13:42:42,13:42:42,,1561657354,0.003402169,-1.645756049,52.18561261,76.05513114,7.294929842,5.005452979,0.097598002,2.329860552,0.095382298,0.059808819,316.9677317,28.71208022,28.14902258,3.827932571,13.12436112,0.483608672,3.684816863,3.344323899,-150.0356506,-81.99167598,-7.657431453,77.28297367,0.018802274,-0.421653859,4.601761052,0,0,1,0,50522,1999.99871,1685.998881,0.842999985,0.187999966,9,0.5,0: Broadleaf,1561657354,52.18560968,49.98369355,5.041984194,-0.03461291,600.1094194,95.71634839,0.199991935,27.49626129,28.14902258,999.9,9997.613226,731.681129,9.530477419,1999.99871,0.900000419,0.099999577,29,41744.55484,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,49.97603659,0.058789547,0.02010004,1,52.2352561,-0.877373519,0.091758405,1,-0.034647137,0.000706716,0.0001589,1,5.028509512,0.267862578,0.026417544,1,4,4,4-Apr,100,100,6.045,-0.018,3,616.906,307.044,27.0785,27.4163,30,27.3612,27.3288,4.85795,100,0,-999.9,50,0,103.128,103.699
91,BH1_AS_1514,1561657435,11469.9,20190627 13:43:55,13:43:55,,1561657427,0.003549164,8.851308959,384.7215004,226.6522739,21.73976963,36.90127015,0.102679668,2.331499553,0.100232022,0.062860065,316.9672324,28.67424286,28.1351,3.82483021,13.70015269,0.505125209,3.687004224,3.319705002,-156.5181389,-79.02454643,-7.374995056,74.04955199,0.018822943,-0.422117369,4.605897476,0,0,1,0,50508,1999.995484,1685.996075,0.842999941,0.187999982,9,0.5,0: Broadleaf,1561657427,384.7215161,400.0439677,5.266282903,-0.028503794,600.1046129,95.71685161,0.199987226,27.50640323,28.1351,999.9,10008.55065,731.1779677,8.906366774,1999.995484,0.9,0.099999932,29,41744.48387,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,400.0409024,-0.072167247,0.031532256,1,384.6682439,0.936355401,0.100019457,1,-0.028574937,0.001863261,0.000277958,1,5.261206341,0.09766662,0.00967977,1,4,4,4-Apr,100,100,6.045,-0.018,3,617.199,307.551,27.0799,27.408,30.0002,27.3542,27.3223,19.2044,100,0,-999.9,400,0,103.13,103.7
92,BH1_AS_1514,1561657496,11530.4,20190627 13:44:55,13:44:55,,1561657488,0.003501511,8.834428083,384.7570811,223.9721445,21.48246358,36.90427663,0.100537033,2.330211442,0.098187949,0.061573952,316.9668032,28.75242295,28.20947742,3.841429164,13.46657734,0.498327572,3.700476816,3.343101592,-154.4166222,-80.49164511,-7.521190851,74.53734503,0.018806698,-0.421753071,4.602646504,0,0,1,0,50620,1999.992903,1685.994029,0.843000006,0.187999956,9,0.5,0: Broadleaf,1561657488,384.7570968,400.0269355,5.19547,-0.028601442,600.104129,95.71579677,0.199986065,27.56875484,28.20947742,999.9,10000.02323,730.9056452,8.823577742,1999.992903,0.900000645,0.099999384,29,41744.44839,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,400.0195366,0.28404878,0.050257919,1,384.7377805,0.435407666,0.044721639,1,-0.028665588,0.000504949,0.000203759,1,5.203505122,-0.197608014,0.019517101,1,4,4,4-Apr,100,100,6.045,-0.018,3,617.173,307.644,27.0964,27.4181,30.0003,27.3589,27.3292,19.1992,100,0,-999.9,400,0,103.127,103.696
93,BH1_AS_1514,1561657585,11619.4,20190627 13:46:24,13:46:24,,1561657577,0.003243013,13.68172112,576.7013949,312.1487379,29.93902667,55.31298496,0.093199581,2.33161514,0.091178342,0.057164413,316.9671643,28.89884126,28.01184516,3.797460928,12.43283774,0.461803754,3.714387364,3.335657174,-143.0168734,-47.63093416,-4.445023539,121.8743333,0.018824401,-0.422150065,4.606189235,0,0,1,0,50399,1999.994516,1685.995409,0.843000016,0.188000016,9,0.5,0: Broadleaf,1561657577,576.7014194,600.0253548,4.814834516,-0.025428574,600.1034516,95.7127129,0.199982032,27.63292581,28.01184516,999.9,10009.75871,730.7830968,8.704797097,1999.994516,0.899999839,0.100000174,29,41744.46452,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,600.0246585,-0.075094077,0.042961474,1,576.6562683,0.95025784,0.094992175,1,-0.025400051,0.000266011,0.00013843,1,4.831119756,-0.322327108,0.031806006,1,4,4,4-Apr,100,100,6.045,-0.018,3,616.671,307.733,27.1356,27.4453,30.0002,27.3751,27.3465,26.638,100,0,-999.9,600,0,103.124,103.694
94,BH1_AS_1514,1561657705,11739.9,20190627 13:48:25,13:48:25,,1561657697,0.002752123,16.40903842,772.2204547,389.8622584,37.39174569,74.06377571,0.076531891,2.330330316,0.075162497,0.047097554,316.96672,29.15875411,28.14252581,3.826484626,10.48836702,0.391902403,3.736543567,3.434582222,-121.3686332,-51.23587966,-4.789628955,139.5725783,0.018808197,-0.421786684,4.602946489,0,0,1,0,50613,1999.992258,1685.993502,0.843000014,0.187999965,9,0.5,0: Broadleaf,1561657697,772.2204839,800.0170968,4.08614129,-0.024463323,600.1039032,95.71017097,0.199973935,27.73470323,28.14252581,999.9,10001.40806,730.7461935,26.34736452,1999.992258,0.900000548,0.099999487,29,41744.43226,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,800.0194878,-0.016327526,0.057175435,1,772.1758049,1.096724739,0.1111475,0,-0.024475012,0.000422469,0.000150539,1,4.102554878,-0.391536167,0.038614097,1,3,4,4-Mar,100,100,6.045,-0.018,3,616.077,308.075,27.1981,27.4896,30.0003,27.4075,27.3776,33.658,100,0,-999.9,800,0,103.118,103.683
95,BH1_AS_1514,1561657794,11828.4,20190627 13:49:53,13:49:53,,1561657786,0.002371554,18.45704778,968.8555799,462.955381,44.40374095,92.92647618,0.064583226,2.329218231,0.063604645,0.03983959,316.9678997,29.30767026,28.18559355,3.836092118,9.023481839,0.337680253,3.742238956,3.498411865,-104.5855339,-53.34495138,-4.99088989,154.0465245,0.018794177,-0.421472273,4.600140335,0,0,1,0,50344,1999.999677,1685.999625,0.842999949,0.187999982,9,0.5,0: Broadleaf,1561657786,968.8556129,999.9824516,3.520669355,-0.023537126,600.1016452,95.71364194,0.20000929,27.76078065,28.18559355,999.9,9993.590323,731.1358065,9.760475484,1999.999677,0.900000032,0.09999991,29,41744.57742,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,1000.01722,-0.176425087,0.090946383,1,968.8072439,0.979379791,0.102423983,1,-0.023527388,-5.11E-05,0.000125541,1,3.539613902,-0.380292962,0.037502531,1,4,4,4-Apr,100,100,6.045,-0.018,3,615.354,308.431,27.246,27.5152,30.0002,27.4284,27.3983,40.3574,100,0,-999.9,1000,0,103.116,103.68
96,BH1_AS_1514,1561657876,11910.4,20190627 13:51:15,13:51:15,,1561657868,0.002046389,19.91465044,1166.548029,529.2746059,50.76538622,111.8894815,0.054965405,2.330434373,0.054255221,0.033972556,316.9686242,29.37346513,28.16402258,3.831277469,7.801865666,0.291318524,3.73395975,3.539958945,-90.24576657,-55.42678892,-5.181421634,166.1146471,0.018809509,-0.421816109,4.603209089,0,0,1,0,50529,2000.004194,1686.003408,0.842999937,0.18799999,9,0.5,0: Broadleaf,1561657868,1166.548065,1199.994839,3.037256452,-0.022453748,600.1079677,95.71504194,0.199981484,27.72286129,28.16402258,999.9,10001.59677,732.3596452,9.386829032,2000.004194,0.899999871,0.100000052,29,41744.67742,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,1200.004878,-0.437262345,0.09445923,1,1166.490488,0.895792419,0.101643836,1,-0.022446244,0.000121879,0.000129524,1,3.053731707,-0.330959079,0.032646794,1,4,4,4-Apr,100,100,6.045,-0.018,3,615.197,308.841,27.2462,27.522,30,27.4353,27.4052,46.8211,100,0,-999.9,1200,0,103.114,103.68
97,BH1_AS_1514,1561657996,12030.9,20190627 13:53:16,13:53:16,,1561657988,0.001628104,21.2183576,1464.618349,599.2115796,57.47143333,140.4741141,0.042704354,2.330313725,0.042274313,0.026459722,316.9680351,29.55578963,28.23391613,3.846896898,6.185152223,0.231599782,3.744447567,3.615297116,-71.79938594,-58.1716101,-5.441492455,181.5555466,0.018807988,-0.421781993,4.602904622,0,0,1,0,50504,2000.001613,1686.001219,0.842999929,0.187999885,9,0.5,0: Broadleaf,1561657988,1464.618387,1500.016774,2.414717419,-0.021130235,600.1012903,95.71176129,0.199992226,27.77088387,28.23391613,999.9,10001.13065,733.5369032,10.5411371,2000.001613,0.900001323,0.099998642,29,41744.62581,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,1500.009024,-0.047456446,0.118749683,1,1464.527073,2.029756098,0.202186148,0,-0.021206146,-0.000332026,0.000272059,1,2.428224146,-0.319265436,0.031486928,1,3,4,4-Mar,100,100,6.045,-0.018,3,614.794,309.241,27.2508,27.5246,30.0002,27.4447,27.4168,56.0378,100,0,-999.9,1500,0,103.112,103.677
98,BH1_AS_1514,1561658117,12151.4,20190627 13:55:16,13:55:16,,1561658109,0.001228662,22.47367358,1962.627057,724.7851917,69.51394414,188.2350097,0.031382506,2.330179957,0.031149579,0.01948927,316.9672748,29.7730978,28.37106129,3.877706857,4.637858407,0.17456794,3.763977361,3.703138916,-54.18400803,-64.20230702,-6.012736231,192.5682235,0.018806302,-0.421744168,4.602567051,0,0,1,0,50403,1999.995806,1685.996371,0.842999953,0.187999975,9,0.5,0: Broadleaf,1561658109,1962.627097,1999.948065,1.820127742,-0.019183432,600.1069355,95.70972258,0.199996516,27.85999677,28.37106129,999.9,10000.44677,733.6574516,9.218536129,1999.995806,0.900000161,0.09999979,29,41744.50323,1561656957,13:35:56,11,6.045,-0.018,400,0,0.31,0.07,1999.951463,-0.338062298,0.116923176,1,1962.535122,1.718291261,0.174441575,0,-0.019194334,6.75E-05,0.000123386,1,1.834387317,-0.285204468,0.028147634,1,3,4,4-Mar,100,100,6.045,-0.018,3,614.402,310.158,27.2872,27.5569,30.0003,27.4725,27.4445,70.3443,100,0,-999.9,2000,0,103.109,103.67
99,BH1_AS_1520,1561658414,12448.5,20190627 14:00:14,14:00:14,,1561658406,0.002502774,7.031098443,387.9917939,198.9179201,19.07782542,37.21152776,0.066607047,2.330071912,0.065567082,0.04107151,316.9673574,29.47056636,28.62226774,3.93469947,9.390466749,0.355659823,3.787456288,3.579039647,-110.3723173,-82.36462436,-7.727810043,116.5026057,0.018804939,-0.421713618,4.6022944,20,3,1,0,50445,1999.995806,1685.996506,0.843000021,0.188000008,9,0.5,0: Broadleaf,1561658406,387.9918065,399.992871,3.708342581,-0.031221026,600.1083226,95.70801935,0.200008452,27.96659677,28.62226774,999.9,9999.900323,733.6403871,10.33230968,1999.995806,0.899999968,0.100000055,29,41744.49355,1561658337,13:58:57,12,6.078,-0.012,400,0,0.13,0.03,399.9914878,0.179414634,0.04013825,1,388.0047805,-0.27430662,0.035251371,1,-0.031251563,0.000499781,0.000157373,1,3.706570732,0.042914425,0.00429608,1,4,4,4-Apr,100,100,6.078,-0.012,3,589.883,307.033,27.4064,27.6635,30.0003,27.5723,27.5395,19.172,100,0,-999.9,400,0,103.09,103.649
100,BH1_AS_1520,1561658483,12517.5,20190627 14:01:23,14:01:23,,1561658475,0.002587638,4.652625745,291.8805078,168.042796,16.11661934,27.99362512,0.068751442,2.329891241,0.067643951,0.042375487,316.9673263,29.47970922,28.70579032,3.953809847,9.685880434,0.367626332,3.795486993,3.586183516,-114.1148559,-88.28617691,-8.28898378,106.2773097,0.018802661,-0.421662536,4.601838491,14,2,1,0,50247,1999.995161,1685.99601,0.843000044,0.188000045,9,0.5,0: Broadleaf,1561658475,291.8805161,299.9908387,3.83312129,-0.032725239,600.1137742,95.7078,0.200026581,28.00292581,28.70579032,999.9,9998.711935,733.6470645,6.325313548,1999.995161,0.899999548,0.100000487,29,41744.49355,1561658337,13:58:57,12,6.078,-0.012,400,0,0.13,0.03,299.9887805,0.096355401,0.019514238,1,291.9331707,-0.97733101,0.099576886,1,-0.03269589,-0.000624002,0.000216806,1,3.82411878,0.181096516,0.017872584,1,4,4,4-Apr,100,100,6.078,-0.012,3,596.801,306.759,27.4474,27.7,30.0001,27.602,27.5697,15.2548,100,0,-999.9,300,0,103.085,103.641
101,BH1_AS_1520,1561658553,12587.5,20190627 14:02:33,14:02:33,,1561658545,0.002802577,2.317318685,195.6907378,136.0393282,13.04747694,18.76861952,0.075777585,2.330436941,0.074434857,0.046640443,316.9683571,29.30741977,28.59208065,3.927812361,10.55257609,0.398120422,3.772732065,3.529691939,-123.5936308,-86.97549201,-8.155206385,98.24402789,0.018809542,-0.421816835,4.603215568,11,2,1,0,50575,2000.001613,1686.001406,0.843000023,0.188000055,9,0.5,0: Broadleaf,1561658545,195.6907419,199.9886452,4.150996774,-0.034704845,600.1022258,95.70961935,0.199976194,27.8998129,28.59208065,999.9,10002.18065,733.6270645,7.554492581,2000.001613,0.899999323,0.100000681,29,41744.6129,1561658337,13:58:57,12,6.078,-0.012,400,0,0.13,0.03,199.9813659,0.06112892,0.015003668,1,195.7443171,-0.977372822,0.098210187,1,-0.034612771,-0.001817335,0.000245147,1,4.132872927,0.368424042,0.036344171,1,4,4,4-Apr,100,100,6.078,-0.012,3,600.969,306.708,27.4447,27.7193,30.0001,27.6235,27.5883,11.1763,100,0,-999.9,200,0,103.081,103.636
102,BH1_AS_1520,1561658621,12655.5,20190627 14:03:41,14:03:41,,1561658613,0.003163504,-0.306483445,99.96917151,99.79192623,9.571023001,9.588022559,0.087179489,2.331612246,0.08540826,0.053536303,316.9684869,29.18424509,28.56181613,3.920918145,11.91586006,0.449377106,3.77125196,3.471541039,-139.5105203,-84.06049617,-7.876458832,85.52101158,0.018824365,-0.422149247,4.606181931,8,1,1,0,50488,2000.003548,1686.003057,0.843000033,0.187999948,9,0.5,0: Broadleaf,1561658613,99.96917097,99.98382258,4.685414194,-0.036800003,600.1026774,95.70981613,0.199977,27.8930871,28.56181613,999.9,10010.04226,733.6901613,9.602902581,2000.003548,0.900000871,0.099999197,29,41744.66774,1561658337,13:58:57,12,6.078,-0.012,400,0,0.13,0.03,99.97798049,0.03755331,0.022130888,1,100.0220366,-0.955195819,0.097952263,1,-0.036775144,-0.000524592,0.000177536,1,4.659116341,0.530186341,0.052284587,1,4,4,4-Apr,100,100,6.078,-0.012,3,604.055,306.731,27.4335,27.7193,30.0002,27.6283,27.5929,6.95802,100,0,-999.9,100,0,103.082,103.637
103,BH1_AS_1520,1561658682,12716.5,20190627 14:04:42,14:04:42,,1561658674,0.003540339,-1.744611758,52.33235149,77.16812601,7.401043883,5.019093373,0.09960685,2.330582384,0.097300854,0.061015772,316.9678731,29.04817389,28.52364839,3.912238635,13.34729644,0.502900997,3.767811699,3.409337638,-156.128962,-81.19308152,-7.609104356,72.03672517,0.018811376,-0.421857964,4.603582619,6,1,1,0,50538,1999.999355,1685.999497,0.84300002,0.187999981,9,0.5,0: Broadleaf,1561658674,52.33234839,49.99373871,5.243574839,-0.038192394,600.1017419,95.70807097,0.199971194,27.87744516,28.52364839,999.9,10003.31774,733.7674516,9.593249355,1999.999355,0.900000355,0.099999681,29,41744.56129,1561658337,13:58:57,12,6.078,-0.012,400,0,0.13,0.03,49.9891878,0.086573519,0.015022036,1,52.38761707,-0.972905226,0.102771411,1,-0.038129334,-0.000281436,0.000246584,1,5.215931707,0.553657631,0.054595433,1,4,4,4-Apr,100,100,6.078,-0.012,3,606.012,306.698,27.4291,27.7169,30.0001,27.6311,27.5952,4.84503,100,0,-999.9,50,0,103.083,103.638
104,BH1_AS_1520,1561658752,12786.5,20190627 14:05:52,14:05:52,,1561658744,0.003941723,9.719356753,383.1630794,225.712463,21.64749369,36.74817169,0.113529581,2.329385377,0.110542797,0.069351054,316.9677664,28.91968033,28.47344194,3.900846993,14.87701193,0.560533259,3.767781204,3.340313734,-173.8299894,-74.86378168,-7.017790925,61.25620438,0.018796284,-0.421519522,4.600562061,5,1,1,0,50387,1999.999355,1685.999333,0.842999939,0.187999936,9,0.5,0: Broadleaf,1561658744,383.1630968,400.0044516,5.844526129,-0.032397997,600.1127419,95.70738065,0.200011452,27.87730645,28.47344194,999.9,9995.364516,733.2190645,10.53315161,1999.999355,0.900000645,0.099999306,29,41744.56774,1561658337,13:58:57,12,6.078,-0.012,400,0,0.13,0.03,400.0243415,-0.446947735,0.048364273,1,383.1097561,0.79461324,0.106264002,1,-0.032486276,0.001019724,0.000288567,1,5.82103878,0.467817073,0.04613818,1,4,4,4-Apr,100,100,6.078,-0.012,3,608.124,307.601,27.4346,27.7098,29.9999,27.6264,27.5906,19.1953,100,0,-999.9,400,0,103.086,103.644
105,BH1_AS_1520,1561658813,12847,20190627 14:06:52,14:06:52,,1561658805,0.004162501,9.98191745,382.6692725,230.2647687,22.08448909,36.70146945,0.121102833,2.329989215,0.11771154,0.073866497,316.9674338,28.88027015,28.48706452,3.903935038,15.68041938,0.591899361,3.774767416,3.312035677,-183.5662996,-72.60592124,-6.805910809,53.98930212,0.018803897,-0.421690236,4.60208572,4,1,1,0,50523,1999.995484,1685.996392,0.8430001,0.188000066,9,0.5,0: Broadleaf,1561658805,382.6692903,400.0286129,6.17146129,-0.032740303,600.0983548,95.70911613,0.199994129,27.90905806,28.48706452,999.9,9999.23129,732.9983871,12.62255484,1999.995484,0.899999484,0.100000613,29,41744.49677,1561658337,13:58:57,12,6.078,-0.012,400,0,0.13,0.03,400.0301463,0.101790941,0.037249037,1,382.6864878,-0.279533101,0.034597421,1,-0.032679634,-0.000561548,0.000182278,1,6.164098293,0.165584321,0.016400756,1,4,4,4-Apr,100,100,6.078,-0.012,3,609.434,307.251,27.4501,27.7098,30.0001,27.6276,27.5929,19.1832,100,0,-999.9,400,0,103.084,103.644
